10,"SELECT n.nsaid,n.fiberid,n.aid,n.pid,n.xcen,n.ycen FROM nsatlas as n --into mydb.test_idcorrection where n.nsaid>#"
2019-04-26 03:14:00,1
2019-04-26 03:15:00,1
2019-04-26 03:16:00,1
2019-04-26 03:20:00,2
2019-04-26 03:22:00,3
2019-04-26 03:23:00,2
