30,select * from wise_xmatch x join wise_allsky a on x.wise_cntr=a.cntr where x.sdss_objid=#
2019-04-26 00:12:00,1
2019-04-26 01:05:00,1
2019-04-26 01:42:00,1
2019-04-26 01:52:00,1
2019-04-26 02:23:00,1
2019-04-26 05:25:00,1
2019-04-26 05:45:00,1
2019-04-26 05:50:00,1
2019-04-26 05:54:00,1
2019-04-26 06:06:00,1
2019-04-26 06:07:00,1
2019-04-26 06:34:00,1
2019-04-26 08:03:00,1
2019-04-26 08:14:00,1
2019-04-26 10:26:00,1
2019-04-26 11:39:00,1
2019-04-26 12:02:00,8
2019-04-26 12:42:00,1
2019-04-26 12:53:00,1
2019-04-26 13:32:00,1
2019-04-26 16:25:00,1
2019-04-26 18:54:00,1
2019-04-26 20:54:00,1
