3,"SELECT  mangaid, objra, objdec, nsa_z, nsa_sersic_mass  FROM dbo.mangaDrpAll  where PLATEIFU=#-#&&&"
2019-04-26 05:18:00,1
2019-04-26 05:22:00,1
2019-04-26 05:47:00,1
