1242,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-01-08 05:10:00,2
2019-01-08 05:11:00,3
2019-01-08 05:12:00,2
2019-01-08 05:13:00,3
2019-01-08 05:14:00,3
2019-01-08 05:15:00,2
2019-01-08 05:16:00,3
2019-01-08 05:17:00,3
2019-01-08 05:18:00,3
2019-01-08 05:19:00,2
2019-01-08 05:20:00,2
2019-01-08 05:21:00,3
2019-01-08 05:22:00,2
2019-01-08 05:23:00,3
2019-01-08 05:24:00,2
2019-01-08 05:25:00,2
2019-01-08 05:26:00,2
2019-01-08 05:27:00,3
2019-01-08 05:28:00,1
2019-01-08 05:29:00,3
2019-01-08 05:30:00,2
2019-01-08 05:31:00,1
2019-01-08 05:32:00,2
2019-01-08 05:33:00,2
2019-01-08 05:34:00,2
2019-01-08 05:35:00,2
2019-01-08 05:36:00,2
2019-01-08 05:37:00,1
2019-01-08 05:38:00,2
2019-01-08 05:39:00,3
2019-01-08 05:40:00,1
2019-01-08 05:41:00,2
2019-01-08 05:42:00,2
2019-01-08 05:43:00,2
2019-01-08 05:44:00,2
2019-01-08 05:45:00,2
2019-01-08 05:46:00,2
2019-01-08 05:47:00,2
2019-01-08 05:48:00,2
2019-01-08 05:49:00,1
2019-01-08 05:50:00,2
2019-01-08 05:51:00,2
2019-01-08 05:52:00,2
2019-01-08 05:53:00,2
2019-01-08 05:54:00,2
2019-01-08 05:55:00,1
2019-01-08 05:56:00,2
2019-01-08 05:57:00,3
2019-01-08 05:58:00,2
2019-01-08 05:59:00,2
2019-01-08 06:00:00,2
2019-01-08 06:01:00,2
2019-01-08 06:02:00,3
2019-01-08 06:03:00,2
2019-01-08 06:04:00,2
2019-01-08 06:05:00,2
2019-01-08 06:06:00,2
2019-01-08 06:07:00,2
2019-01-08 06:08:00,3
2019-01-08 06:09:00,2
2019-01-08 06:10:00,2
2019-01-08 06:11:00,2
2019-01-08 06:12:00,2
2019-01-08 06:13:00,2
2019-01-08 06:14:00,2
2019-01-08 06:15:00,3
2019-01-08 06:16:00,2
2019-01-08 06:17:00,2
2019-01-08 06:18:00,2
2019-01-08 06:19:00,2
2019-01-08 06:20:00,2
2019-01-08 06:21:00,3
2019-01-08 06:22:00,2
2019-01-08 06:23:00,2
2019-01-08 06:24:00,2
2019-01-08 06:25:00,2
2019-01-08 06:26:00,2
2019-01-08 06:27:00,2
2019-01-08 06:28:00,2
2019-01-08 06:29:00,3
2019-01-08 06:30:00,2
2019-01-08 06:31:00,2
2019-01-08 06:32:00,2
2019-01-08 06:33:00,2
2019-01-08 06:34:00,3
2019-01-08 06:35:00,2
2019-01-08 06:36:00,2
2019-01-08 06:37:00,2
2019-01-08 06:38:00,2
2019-01-08 06:39:00,3
2019-01-08 06:40:00,2
2019-01-08 06:41:00,2
2019-01-08 06:42:00,2
2019-01-08 06:43:00,3
2019-01-08 06:44:00,2
2019-01-08 06:45:00,2
2019-01-08 06:46:00,3
2019-01-08 06:47:00,2
2019-01-08 06:48:00,2
2019-01-08 06:49:00,2
2019-01-08 06:50:00,3
2019-01-08 06:51:00,3
2019-01-08 06:52:00,2
2019-01-08 06:53:00,2
2019-01-08 06:54:00,3
2019-01-08 06:55:00,2
2019-01-08 06:56:00,2
2019-01-08 06:57:00,2
2019-01-08 06:58:00,3
2019-01-08 06:59:00,2
2019-01-08 07:00:00,2
2019-01-08 07:01:00,3
2019-01-08 07:02:00,2
2019-01-08 07:03:00,3
2019-01-08 07:04:00,2
2019-01-08 07:05:00,2
2019-01-08 07:06:00,2
2019-01-08 07:07:00,2
2019-01-08 07:08:00,2
2019-01-08 07:09:00,3
2019-01-08 07:10:00,2
2019-01-08 07:11:00,3
2019-01-08 07:12:00,2
2019-01-08 07:13:00,3
2019-01-08 07:14:00,3
2019-01-08 07:15:00,3
2019-01-08 07:16:00,3
2019-01-08 07:17:00,4
2019-01-08 07:18:00,3
2019-01-08 07:19:00,2
2019-01-08 07:20:00,3
2019-01-08 07:21:00,2
