196,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-08 00:22:00,1
2019-01-08 09:43:00,5
2019-01-08 09:59:00,5
2019-01-08 10:02:00,5
2019-01-08 10:04:00,5
2019-01-08 10:05:00,5
2019-01-08 10:07:00,10
2019-01-08 10:09:00,5
2019-01-08 10:10:00,10
2019-01-08 10:11:00,5
2019-01-08 10:16:00,5
2019-01-08 10:18:00,5
2019-01-08 10:31:00,5
2019-01-08 10:32:00,1
2019-01-08 10:35:00,1
2019-01-08 10:36:00,1
2019-01-08 10:38:00,1
2019-01-08 10:40:00,1
2019-01-08 10:42:00,1
2019-01-08 10:44:00,1
2019-01-08 10:47:00,1
2019-01-08 10:53:00,1
2019-01-08 10:59:00,1
2019-01-08 11:05:00,1
2019-01-08 11:11:00,1
2019-01-08 11:17:00,1
2019-01-08 11:24:00,1
2019-01-08 11:30:00,1
2019-01-08 11:36:00,1
2019-01-08 11:43:00,1
2019-01-08 11:49:00,1
2019-01-08 11:56:00,1
2019-01-08 12:03:00,6
2019-01-08 12:04:00,5
2019-01-08 12:10:00,1
2019-01-08 12:17:00,1
2019-01-08 12:24:00,1
2019-01-08 12:32:00,1
2019-01-08 12:35:00,1
2019-01-08 12:37:00,1
2019-01-08 12:40:00,1
2019-01-08 12:42:00,1
2019-01-08 12:45:00,1
2019-01-08 12:48:00,1
2019-01-08 12:50:00,1
2019-01-08 12:53:00,1
2019-01-08 12:55:00,1
2019-01-08 12:58:00,1
2019-01-08 13:01:00,1
2019-01-08 13:03:00,1
2019-01-08 13:06:00,1
2019-01-08 13:08:00,1
2019-01-08 13:11:00,1
2019-01-08 13:18:00,1
2019-01-08 13:19:00,1
2019-01-08 13:21:00,1
2019-01-08 13:22:00,1
2019-01-08 13:23:00,1
2019-01-08 13:24:00,1
2019-01-08 13:26:00,1
2019-01-08 13:29:00,6
2019-01-08 13:32:00,1
2019-01-08 13:37:00,1
2019-01-08 13:44:00,1
2019-01-08 13:50:00,1
2019-01-08 13:58:00,1
2019-01-08 14:05:00,1
2019-01-08 14:12:00,1
2019-01-08 14:19:00,1
2019-01-08 14:26:00,1
2019-01-08 14:32:00,1
2019-01-08 14:40:00,1
2019-01-08 14:46:00,1
2019-01-08 14:53:00,1
2019-01-08 15:01:00,1
2019-01-08 15:08:00,1
2019-01-08 15:15:00,1
2019-01-08 15:25:00,1
2019-01-08 15:34:00,1
2019-01-08 15:43:00,1
2019-01-08 15:53:00,1
2019-01-08 16:02:00,1
2019-01-08 16:14:00,1
2019-01-08 16:27:00,1
2019-01-08 16:36:00,1
2019-01-08 16:45:00,1
2019-01-08 16:52:00,1
2019-01-08 16:58:00,1
2019-01-08 17:08:00,1
2019-01-08 17:17:00,1
2019-01-08 17:27:00,1
2019-01-08 17:37:00,1
2019-01-08 17:46:00,1
2019-01-08 17:56:00,1
2019-01-08 18:06:00,1
2019-01-08 18:15:00,1
2019-01-08 18:24:00,1
2019-01-08 18:33:00,1
2019-01-08 18:42:00,1
2019-01-08 20:36:00,1
2019-01-08 20:45:00,1
2019-01-08 20:54:00,1
2019-01-08 21:03:00,1
2019-01-08 21:12:00,1
2019-01-08 21:22:00,1
2019-01-08 21:38:00,1
2019-01-08 22:07:00,1
2019-01-08 22:37:00,1
2019-01-08 22:48:00,1
2019-01-08 22:55:00,1
2019-01-08 23:01:00,1
2019-01-08 23:08:00,1
2019-01-08 23:09:00,1
2019-01-08 23:15:00,1
2019-01-08 23:21:00,1
2019-01-08 23:25:00,1
2019-01-08 23:29:00,1
2019-01-08 23:33:00,1
2019-01-08 23:35:00,1
2019-01-08 23:38:00,1
2019-01-08 23:42:00,1
2019-01-08 23:46:00,1
2019-01-08 23:51:00,1
2019-01-08 23:55:00,1
