2,"SELECT TOP # skyVersion,run,field FROM dbo.PhotoObjAll WHERE type=# SELECT DISTINCT run FROM dbo.PhotoObjAll WHERE type=#"
2019-01-08 04:48:00,1
2019-01-08 04:49:00,1
