3,"SELECT TOP #     fieldID, photoStatus, ra, dec, run, rerun, camcol, field FROM dbo.Field WHERE ra BETWEEN # AND #   AND dec BETWEEN # AND # ORDER BY run, field"
2019-01-08 06:42:00,1
2019-01-08 06:45:00,1
2019-01-08 06:46:00,1
