222,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-01-08 14:11:00,9
2019-01-08 14:12:00,12
2019-01-08 14:13:00,13
2019-01-08 14:14:00,12
2019-01-08 14:15:00,11
2019-01-08 14:16:00,12
2019-01-08 14:17:00,12
2019-01-08 14:18:00,12
2019-01-08 14:19:00,11
2019-01-08 14:20:00,4
2019-01-08 14:53:00,2
2019-01-08 14:54:00,7
2019-01-08 14:55:00,7
2019-01-08 14:56:00,5
2019-01-08 14:57:00,9
2019-01-08 14:58:00,6
2019-01-08 14:59:00,7
2019-01-08 15:00:00,7
2019-01-08 15:01:00,7
2019-01-08 15:02:00,5
2019-01-08 15:03:00,5
2019-01-08 15:04:00,3
2019-01-08 15:05:00,3
2019-01-08 15:06:00,7
2019-01-08 15:07:00,10
2019-01-08 15:08:00,9
2019-01-08 15:09:00,8
2019-01-08 15:10:00,4
2019-01-08 15:11:00,1
2019-01-08 15:58:00,1
2019-01-08 16:52:00,1
