25,select * from emissionLinesPort where specObjId=#
2019-01-08 00:44:00,1
2019-01-08 01:39:00,1
2019-01-08 01:55:00,1
2019-01-08 03:22:00,1
2019-01-08 04:22:00,1
2019-01-08 04:40:00,1
2019-01-08 06:53:00,1
2019-01-08 08:45:00,1
2019-01-08 09:33:00,1
2019-01-08 10:37:00,1
2019-01-08 12:50:00,1
2019-01-08 12:51:00,1
2019-01-08 16:51:00,1
2019-01-08 18:14:00,1
2019-01-08 18:27:00,1
2019-01-08 19:12:00,1
2019-01-08 19:57:00,1
2019-01-08 20:30:00,1
2019-01-08 21:47:00,1
2019-01-08 21:59:00,1
2019-01-08 22:15:00,1
2019-01-08 22:16:00,1
2019-01-08 22:41:00,1
2019-01-08 22:55:00,1
2019-01-08 23:29:00,1
