4,"SELECT APOGEE_ID,JD,VTYPE,VREL,VHELIO,SYNTHVREL,SYNTHVHELIO FROM apogeevisit WHERE jd BETWEEN # AND # AND   APOGEE_ID LIKE &&&"
2019-07-12 13:02:00,2
2019-07-12 13:03:00,2
