12,select count(*) from DR1#.PhotoObjAll p
2019-07-12 05:59:00,2
2019-07-12 06:08:00,2
2019-07-12 06:10:00,1
2019-07-12 08:05:00,2
2019-07-12 08:06:00,2
2019-07-12 08:23:00,1
2019-07-12 08:27:00,2
