115,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-07-12 05:45:00,1
2019-07-12 06:51:00,1
2019-07-12 06:56:00,1
2019-07-12 08:29:00,1
2019-07-12 08:31:00,1
2019-07-12 09:48:00,2
2019-07-12 13:00:00,1
2019-07-12 13:01:00,1
2019-07-12 13:02:00,2
2019-07-12 13:05:00,5
2019-07-12 13:07:00,5
2019-07-12 13:12:00,2
2019-07-12 13:13:00,2
2019-07-12 13:17:00,1
2019-07-12 13:18:00,2
2019-07-12 16:27:00,1
2019-07-12 18:42:00,2
2019-07-12 18:44:00,1
2019-07-12 18:45:00,1
2019-07-12 19:30:00,1
2019-07-12 19:54:00,1
2019-07-12 20:39:00,1
2019-07-12 20:53:00,1
2019-07-12 21:12:00,1
2019-07-12 21:41:00,1
2019-07-12 21:42:00,1
2019-07-12 21:46:00,1
2019-07-12 21:49:00,2
2019-07-12 21:50:00,2
2019-07-12 21:51:00,1
2019-07-12 21:54:00,1
2019-07-12 22:02:00,2
2019-07-12 22:03:00,1
2019-07-12 22:04:00,1
2019-07-12 22:14:00,1
2019-07-12 22:15:00,1
2019-07-12 22:17:00,1
2019-07-12 22:20:00,2
2019-07-12 22:23:00,1
2019-07-12 22:24:00,1
2019-07-12 22:29:00,3
2019-07-12 22:31:00,1
2019-07-12 22:33:00,1
2019-07-12 22:34:00,1
2019-07-12 22:36:00,1
2019-07-12 22:41:00,2
2019-07-12 22:44:00,1
2019-07-12 22:45:00,1
2019-07-12 22:49:00,1
2019-07-12 22:50:00,1
2019-07-12 22:52:00,2
2019-07-12 22:54:00,2
2019-07-12 22:56:00,2
2019-07-12 22:57:00,2
2019-07-12 22:58:00,1
2019-07-12 23:00:00,1
2019-07-12 23:01:00,1
2019-07-12 23:10:00,1
2019-07-12 23:11:00,1
2019-07-12 23:35:00,1
2019-07-12 23:43:00,1
2019-07-12 23:44:00,2
2019-07-12 23:45:00,3
2019-07-12 23:46:00,1
2019-07-12 23:47:00,3
2019-07-12 23:48:00,2
2019-07-12 23:49:00,1
2019-07-12 23:53:00,3
2019-07-12 23:54:00,1
2019-07-12 23:56:00,3
2019-07-12 23:57:00,3
2019-07-12 23:58:00,3
2019-07-12 23:59:00,4
