41,select distinct parent from DBViewCols where viewname=&&&
2019-07-12 00:51:00,1
2019-07-12 01:21:00,1
2019-07-12 01:22:00,1
2019-07-12 01:36:00,1
2019-07-12 01:37:00,1
2019-07-12 02:12:00,1
2019-07-12 02:23:00,1
2019-07-12 02:26:00,1
2019-07-12 02:44:00,1
2019-07-12 04:09:00,1
2019-07-12 06:23:00,1
2019-07-12 07:55:00,1
2019-07-12 08:24:00,2
2019-07-12 09:49:00,1
2019-07-12 10:08:00,1
2019-07-12 11:16:00,1
2019-07-12 11:17:00,9
2019-07-12 13:31:00,1
2019-07-12 14:23:00,4
2019-07-12 14:24:00,2
2019-07-12 14:58:00,2
2019-07-12 14:59:00,1
2019-07-12 17:03:00,1
2019-07-12 22:46:00,1
2019-07-12 23:03:00,2
2019-07-12 23:52:00,1
