45,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-08-02 00:48:00,1
2019-08-02 06:03:00,1
2019-08-02 07:58:00,3
2019-08-02 07:59:00,3
2019-08-02 08:09:00,1
2019-08-02 08:12:00,1
2019-08-02 08:14:00,2
2019-08-02 08:15:00,2
2019-08-02 08:18:00,1
2019-08-02 08:22:00,1
2019-08-02 08:33:00,2
2019-08-02 08:35:00,1
2019-08-02 08:37:00,2
2019-08-02 08:40:00,1
2019-08-02 08:41:00,2
2019-08-02 08:42:00,3
2019-08-02 09:10:00,1
2019-08-02 10:33:00,1
2019-08-02 12:17:00,1
2019-08-02 12:34:00,11
2019-08-02 12:38:00,1
2019-08-02 16:16:00,1
2019-08-02 21:13:00,1
2019-08-02 21:34:00,1
