63,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-08-02 00:21:00,1
2019-08-02 00:23:00,1
2019-08-02 00:25:00,1
2019-08-02 00:28:00,1
2019-08-02 00:29:00,1
2019-08-02 00:33:00,2
2019-08-02 00:36:00,1
2019-08-02 00:40:00,2
2019-08-02 00:45:00,1
2019-08-02 00:46:00,1
2019-08-02 00:48:00,1
2019-08-02 00:51:00,1
2019-08-02 00:54:00,2
2019-08-02 00:57:00,1
2019-08-02 01:01:00,1
2019-08-02 01:03:00,1
2019-08-02 01:05:00,1
2019-08-02 01:06:00,1
2019-08-02 01:09:00,1
2019-08-02 01:11:00,1
2019-08-02 01:14:00,1
2019-08-02 04:56:00,2
2019-08-02 04:58:00,1
2019-08-02 04:59:00,1
2019-08-02 05:01:00,1
2019-08-02 05:08:00,1
2019-08-02 05:10:00,1
2019-08-02 05:11:00,1
2019-08-02 05:12:00,1
2019-08-02 05:14:00,1
2019-08-02 05:21:00,1
2019-08-02 05:24:00,1
2019-08-02 05:27:00,1
2019-08-02 05:35:00,1
2019-08-02 07:33:00,1
2019-08-02 07:34:00,1
2019-08-02 07:38:00,1
2019-08-02 08:16:00,1
2019-08-02 08:20:00,1
2019-08-02 08:27:00,1
2019-08-02 08:41:00,1
2019-08-02 08:49:00,1
2019-08-02 08:51:00,1
2019-08-02 23:09:00,1
2019-08-02 23:10:00,1
2019-08-02 23:14:00,1
2019-08-02 23:15:00,1
2019-08-02 23:18:00,1
2019-08-02 23:21:00,1
2019-08-02 23:22:00,1
2019-08-02 23:24:00,1
2019-08-02 23:28:00,1
2019-08-02 23:29:00,1
2019-08-02 23:32:00,1
2019-08-02 23:34:00,1
2019-08-02 23:36:00,1
2019-08-02 23:38:00,1
2019-08-02 23:39:00,1
2019-08-02 23:42:00,1
