77,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-08-02 00:06:00,1
2019-08-02 00:07:00,1
2019-08-02 00:45:00,1
2019-08-02 01:46:00,1
2019-08-02 02:45:00,1
2019-08-02 03:46:00,1
2019-08-02 04:47:00,1
2019-08-02 05:45:00,1
2019-08-02 06:18:00,6
2019-08-02 06:48:00,1
2019-08-02 07:45:00,1
2019-08-02 07:53:00,1
2019-08-02 08:45:00,1
2019-08-02 09:35:00,9
2019-08-02 09:46:00,1
2019-08-02 10:13:00,1
2019-08-02 10:14:00,3
2019-08-02 10:15:00,4
2019-08-02 10:45:00,1
2019-08-02 11:03:00,1
2019-08-02 11:33:00,1
2019-08-02 11:46:00,1
2019-08-02 12:06:00,1
2019-08-02 12:07:00,9
2019-08-02 12:45:00,1
2019-08-02 13:45:00,1
2019-08-02 14:29:00,1
2019-08-02 14:46:00,1
2019-08-02 14:59:00,9
2019-08-02 15:02:00,9
2019-08-02 15:45:00,1
2019-08-02 16:46:00,1
2019-08-02 17:46:00,1
2019-08-02 18:46:00,1
2019-08-02 19:46:00,1
