2274,"SELECT ObjID, ra, dec FROM PhotoObj WHERE ObjID = #"
2019-08-02 22:06:00,212
2019-08-02 22:07:00,409
2019-08-02 22:08:00,483
2019-08-02 22:09:00,404
2019-08-02 22:10:00,488
2019-08-02 22:11:00,278
