15,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-08-02 14:17:00,1
2019-08-02 14:25:00,1
2019-08-02 14:30:00,1
2019-08-02 14:33:00,1
2019-08-02 14:49:00,1
2019-08-02 14:52:00,1
2019-08-02 14:54:00,1
2019-08-02 14:57:00,1
2019-08-02 15:01:00,1
2019-08-02 15:06:00,1
2019-08-02 15:07:00,1
2019-08-02 15:10:00,1
2019-08-02 15:15:00,1
2019-08-02 15:20:00,1
2019-08-02 23:42:00,1
