1139,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-08-02 13:14:00,5
2019-08-02 13:15:00,8
2019-08-02 13:16:00,12
2019-08-02 13:17:00,6
2019-08-02 13:18:00,2
2019-08-02 13:19:00,5
2019-08-02 13:20:00,11
2019-08-02 13:21:00,11
2019-08-02 13:22:00,7
2019-08-02 13:23:00,9
2019-08-02 13:24:00,11
2019-08-02 13:25:00,8
2019-08-02 13:26:00,9
2019-08-02 13:27:00,7
2019-08-02 13:28:00,6
2019-08-02 13:29:00,10
2019-08-02 13:30:00,9
2019-08-02 13:31:00,5
2019-08-02 13:32:00,4
2019-08-02 13:33:00,5
2019-08-02 13:34:00,4
2019-08-02 13:35:00,4
2019-08-02 13:36:00,6
2019-08-02 13:37:00,10
2019-08-02 13:38:00,7
2019-08-02 13:39:00,7
2019-08-02 13:40:00,8
2019-08-02 13:41:00,9
2019-08-02 13:42:00,7
2019-08-02 13:43:00,10
2019-08-02 13:44:00,15
2019-08-02 13:45:00,8
2019-08-02 13:46:00,11
2019-08-02 13:47:00,10
2019-08-02 13:48:00,8
2019-08-02 13:49:00,8
2019-08-02 13:50:00,8
2019-08-02 13:51:00,7
2019-08-02 13:52:00,3
2019-08-02 13:53:00,3
2019-08-02 13:55:00,5
2019-08-02 13:57:00,4
2019-08-02 13:58:00,1
2019-08-02 14:01:00,1
2019-08-02 14:09:00,2
2019-08-02 14:10:00,4
2019-08-02 14:11:00,2
2019-08-02 14:13:00,1
2019-08-02 14:16:00,1
2019-08-02 14:40:00,2
2019-08-02 15:06:00,1
2019-08-02 15:07:00,1
2019-08-02 15:09:00,2
2019-08-02 15:10:00,2
2019-08-02 15:13:00,2
2019-08-02 21:52:00,6
2019-08-02 21:53:00,9
2019-08-02 21:54:00,8
2019-08-02 21:55:00,6
2019-08-02 21:56:00,6
2019-08-02 21:57:00,8
2019-08-02 21:58:00,8
2019-08-02 21:59:00,6
2019-08-02 22:00:00,6
2019-08-02 22:01:00,7
2019-08-02 22:02:00,7
2019-08-02 22:03:00,5
2019-08-02 22:04:00,6
2019-08-02 22:05:00,8
2019-08-02 22:06:00,6
2019-08-02 22:07:00,6
2019-08-02 22:08:00,6
2019-08-02 22:09:00,5
2019-08-02 22:10:00,7
2019-08-02 22:11:00,8
2019-08-02 22:12:00,6
2019-08-02 22:13:00,9
2019-08-02 22:14:00,5
2019-08-02 22:15:00,7
2019-08-02 22:16:00,8
2019-08-02 22:17:00,9
2019-08-02 22:18:00,6
2019-08-02 22:19:00,8
2019-08-02 22:20:00,9
2019-08-02 22:21:00,7
2019-08-02 22:22:00,8
2019-08-02 22:23:00,6
2019-08-02 22:24:00,6
2019-08-02 22:25:00,9
2019-08-02 22:26:00,7
2019-08-02 22:27:00,5
2019-08-02 22:28:00,6
2019-08-02 22:29:00,6
2019-08-02 22:30:00,8
2019-08-02 22:31:00,8
2019-08-02 22:32:00,4
2019-08-02 22:33:00,7
2019-08-02 22:34:00,8
2019-08-02 22:35:00,8
2019-08-02 22:36:00,6
2019-08-02 22:37:00,9
2019-08-02 22:38:00,8
2019-08-02 22:39:00,8
2019-08-02 22:40:00,6
2019-08-02 22:41:00,8
2019-08-02 22:42:00,6
2019-08-02 22:43:00,8
2019-08-02 22:44:00,6
2019-08-02 22:45:00,9
2019-08-02 22:46:00,6
2019-08-02 22:47:00,7
2019-08-02 22:48:00,8
2019-08-02 22:49:00,6
2019-08-02 22:50:00,5
2019-08-02 22:51:00,7
2019-08-02 22:52:00,8
2019-08-02 22:53:00,9
2019-08-02 22:54:00,7
2019-08-02 22:55:00,5
2019-08-02 22:56:00,6
2019-08-02 22:57:00,4
2019-08-02 22:58:00,4
2019-08-02 22:59:00,6
2019-08-02 23:00:00,10
2019-08-02 23:01:00,4
2019-08-02 23:02:00,6
2019-08-02 23:03:00,5
2019-08-02 23:04:00,8
2019-08-02 23:05:00,6
2019-08-02 23:06:00,4
2019-08-02 23:07:00,7
2019-08-02 23:08:00,7
2019-08-02 23:09:00,5
2019-08-02 23:10:00,6
2019-08-02 23:11:00,8
2019-08-02 23:12:00,5
2019-08-02 23:13:00,8
2019-08-02 23:14:00,5
2019-08-02 23:15:00,8
2019-08-02 23:16:00,6
2019-08-02 23:17:00,4
2019-08-02 23:18:00,7
2019-08-02 23:19:00,5
2019-08-02 23:20:00,7
2019-08-02 23:21:00,2
2019-08-02 23:22:00,5
2019-08-02 23:23:00,9
2019-08-02 23:24:00,9
2019-08-02 23:25:00,9
2019-08-02 23:26:00,8
2019-08-02 23:27:00,10
2019-08-02 23:28:00,8
2019-08-02 23:29:00,9
2019-08-02 23:30:00,9
2019-08-02 23:31:00,8
2019-08-02 23:32:00,10
2019-08-02 23:33:00,10
2019-08-02 23:34:00,8
2019-08-02 23:35:00,9
2019-08-02 23:36:00,10
2019-08-02 23:37:00,9
2019-08-02 23:38:00,9
2019-08-02 23:39:00,9
2019-08-02 23:40:00,8
2019-08-02 23:41:00,10
2019-08-02 23:42:00,10
2019-08-02 23:43:00,9
2019-08-02 23:44:00,9
2019-08-02 23:45:00,2
