2,"SELECT oiii_#_flux, oii_#_flux, oii_#_flux, nii_#_flux, h_beta_flux, h_alpha_flux INTO mydb.nearGalaxiesFluxes FROM dr1#.galSpecLine WHERE specObjID IN (SELECT specObjID FROM dr1#.galSpecInfo WHERE z < # AND spectrotype = &&& AND sn_median > #)"
2019-08-02 04:30:00,1
2019-08-02 04:32:00,1
