107,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-04-25 01:01:00,1
2019-04-25 01:03:00,1
2019-04-25 02:28:00,1
2019-04-25 03:32:00,1
2019-04-25 03:33:00,2
2019-04-25 04:05:00,1
2019-04-25 09:41:00,1
2019-04-25 09:56:00,1
2019-04-25 15:14:00,1
2019-04-25 15:21:00,1
2019-04-25 15:24:00,1
2019-04-25 15:26:00,1
2019-04-25 15:27:00,2
2019-04-25 15:41:00,2
2019-04-25 16:02:00,28
2019-04-25 16:03:00,37
2019-04-25 16:06:00,1
2019-04-25 16:19:00,1
2019-04-25 16:25:00,1
2019-04-25 16:42:00,1
2019-04-25 17:37:00,1
2019-04-25 17:49:00,1
2019-04-25 18:08:00,1
2019-04-25 19:03:00,1
2019-04-25 19:12:00,2
2019-04-25 19:31:00,1
2019-04-25 19:59:00,1
2019-04-25 20:04:00,2
2019-04-25 20:11:00,1
2019-04-25 20:20:00,1
2019-04-25 20:27:00,1
2019-04-25 20:34:00,1
2019-04-25 20:40:00,1
2019-04-25 20:45:00,1
2019-04-25 20:54:00,1
2019-04-25 23:37:00,1
2019-04-25 23:39:00,1
2019-04-25 23:42:00,1
2019-04-25 23:47:00,1
