845,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-04-25 11:38:00,2
2019-04-25 11:39:00,1
2019-04-25 11:40:00,1
2019-04-25 11:41:00,1
2019-04-25 11:42:00,2
2019-04-25 11:43:00,1
2019-04-25 11:44:00,1
2019-04-25 11:45:00,1
2019-04-25 11:46:00,1
2019-04-25 11:47:00,1
2019-04-25 11:48:00,1
2019-04-25 11:49:00,1
2019-04-25 11:50:00,2
2019-04-25 11:52:00,1
2019-04-25 11:57:00,1
2019-04-25 11:58:00,1
2019-04-25 12:36:00,1
2019-04-25 12:39:00,1
2019-04-25 12:41:00,1
2019-04-25 12:56:00,2
2019-04-25 12:57:00,1
2019-04-25 13:13:00,1
2019-04-25 13:15:00,2
2019-04-25 13:17:00,2
2019-04-25 13:19:00,1
2019-04-25 13:20:00,1
2019-04-25 13:45:00,1
2019-04-25 15:44:00,1
2019-04-25 15:48:00,2
2019-04-25 15:49:00,1
2019-04-25 15:50:00,1
2019-04-25 15:51:00,2
2019-04-25 16:21:00,2
2019-04-25 16:23:00,2
2019-04-25 16:24:00,1
2019-04-25 16:25:00,2
2019-04-25 16:28:00,5
2019-04-25 16:29:00,3
2019-04-25 16:30:00,5
2019-04-25 16:31:00,6
2019-04-25 16:32:00,2
2019-04-25 16:33:00,1
2019-04-25 16:34:00,2
2019-04-25 16:36:00,3
2019-04-25 16:37:00,3
2019-04-25 16:38:00,3
2019-04-25 16:39:00,4
2019-04-25 16:40:00,6
2019-04-25 16:41:00,3
2019-04-25 16:42:00,6
2019-04-25 16:43:00,3
2019-04-25 16:44:00,1
2019-04-25 16:46:00,1
2019-04-25 16:54:00,1
2019-04-25 16:55:00,2
2019-04-25 16:56:00,2
2019-04-25 16:57:00,1
2019-04-25 16:58:00,2
2019-04-25 16:59:00,3
2019-04-25 17:00:00,4
2019-04-25 17:01:00,2
2019-04-25 17:02:00,4
2019-04-25 17:03:00,2
2019-04-25 17:04:00,3
2019-04-25 17:05:00,6
2019-04-25 17:06:00,6
2019-04-25 17:07:00,6
2019-04-25 17:08:00,1
2019-04-25 17:09:00,2
2019-04-25 17:10:00,1
2019-04-25 17:11:00,1
2019-04-25 17:19:00,1
2019-04-25 17:20:00,1
2019-04-25 17:21:00,4
2019-04-25 17:22:00,1
2019-04-25 17:24:00,1
2019-04-25 17:26:00,2
2019-04-25 17:29:00,1
2019-04-25 17:35:00,1
2019-04-25 17:36:00,1
2019-04-25 17:37:00,1
2019-04-25 17:38:00,1
2019-04-25 17:39:00,1
2019-04-25 17:40:00,3
2019-04-25 17:41:00,4
2019-04-25 17:42:00,2
2019-04-25 17:43:00,2
2019-04-25 17:44:00,3
2019-04-25 17:45:00,4
2019-04-25 17:46:00,7
2019-04-25 17:47:00,8
2019-04-25 17:48:00,6
2019-04-25 17:49:00,3
2019-04-25 17:50:00,7
2019-04-25 17:51:00,7
2019-04-25 17:52:00,5
2019-04-25 17:53:00,5
2019-04-25 17:54:00,4
2019-04-25 17:55:00,4
2019-04-25 17:56:00,3
2019-04-25 17:57:00,2
2019-04-25 17:58:00,1
2019-04-25 17:59:00,2
2019-04-25 18:06:00,1
2019-04-25 18:07:00,2
2019-04-25 18:18:00,1
2019-04-25 18:22:00,2
2019-04-25 18:23:00,1
2019-04-25 18:24:00,1
2019-04-25 18:25:00,2
2019-04-25 18:26:00,2
2019-04-25 18:28:00,1
2019-04-25 18:29:00,1
2019-04-25 18:48:00,1
2019-04-25 18:49:00,1
2019-04-25 18:50:00,1
2019-04-25 18:52:00,1
2019-04-25 18:54:00,1
2019-04-25 18:59:00,1
2019-04-25 19:00:00,1
2019-04-25 19:01:00,1
2019-04-25 19:02:00,1
2019-04-25 19:07:00,2
2019-04-25 19:13:00,1
2019-04-25 19:15:00,1
2019-04-25 19:18:00,1
2019-04-25 19:20:00,1
2019-04-25 20:22:00,3
2019-04-25 20:23:00,9
2019-04-25 20:24:00,13
2019-04-25 20:25:00,26
2019-04-25 20:26:00,56
2019-04-25 20:27:00,60
2019-04-25 20:28:00,75
2019-04-25 20:29:00,66
2019-04-25 20:30:00,48
2019-04-25 20:31:00,40
2019-04-25 20:32:00,40
2019-04-25 20:33:00,31
2019-04-25 20:34:00,28
2019-04-25 20:35:00,14
2019-04-25 20:36:00,19
2019-04-25 20:37:00,15
2019-04-25 20:38:00,10
2019-04-25 20:39:00,7
2019-04-25 20:40:00,3
2019-04-25 20:41:00,2
