2,"SELECT TOP # p.run,p.rerun,p.camCol,p.field,p.obj FROM BESTDR9..PhotoObj AS p 	JOIN dbo.fGetNearbyObjEq(#,#,#.) AS b ON b.objID = P.objID WHERE  ( p.type = # OR p.type = #)"
2019-04-25 19:33:00,1
2019-04-25 19:34:00,1
