65,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-04-25 03:09:00,1
2019-04-25 03:19:00,1
2019-04-25 03:22:00,3
2019-04-25 03:24:00,2
2019-04-25 03:25:00,2
2019-04-25 03:27:00,1
2019-04-25 03:28:00,1
2019-04-25 03:29:00,1
2019-04-25 03:31:00,2
2019-04-25 03:32:00,2
2019-04-25 03:33:00,1
2019-04-25 03:34:00,1
2019-04-25 03:35:00,1
2019-04-25 03:36:00,1
2019-04-25 03:38:00,1
2019-04-25 03:39:00,1
2019-04-25 03:40:00,2
2019-04-25 03:41:00,1
2019-04-25 03:43:00,1
2019-04-25 03:44:00,1
2019-04-25 03:45:00,2
2019-04-25 03:46:00,1
2019-04-25 03:47:00,2
2019-04-25 03:48:00,1
2019-04-25 03:50:00,1
2019-04-25 03:52:00,1
2019-04-25 03:53:00,2
2019-04-25 03:54:00,1
2019-04-25 03:55:00,2
2019-04-25 03:56:00,1
2019-04-25 03:58:00,1
2019-04-25 03:59:00,1
2019-04-25 04:00:00,2
2019-04-25 04:01:00,1
2019-04-25 04:03:00,1
2019-04-25 04:04:00,1
2019-04-25 04:05:00,1
2019-04-25 04:07:00,1
2019-04-25 04:08:00,1
2019-04-25 04:09:00,1
2019-04-25 04:10:00,2
2019-04-25 04:12:00,1
2019-04-25 04:13:00,1
2019-04-25 04:16:00,1
2019-04-25 04:17:00,1
2019-04-25 04:18:00,1
2019-04-25 04:19:00,2
2019-04-25 04:20:00,1
2019-04-25 04:22:00,2
2019-04-25 04:59:00,1
