290,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-25 00:30:00,1
2019-04-25 01:03:00,1
2019-04-25 01:05:00,4
2019-04-25 01:08:00,1
2019-04-25 01:10:00,3
2019-04-25 01:11:00,1
2019-04-25 01:16:00,1
2019-04-25 01:19:00,1
2019-04-25 01:20:00,6
2019-04-25 01:25:00,6
2019-04-25 01:30:00,1
2019-04-25 01:32:00,1
2019-04-25 01:45:00,5
2019-04-25 01:50:00,2
2019-04-25 02:20:00,23
2019-04-25 02:21:00,1
2019-04-25 02:25:00,23
2019-04-25 02:30:00,7
2019-04-25 02:40:00,6
2019-04-25 04:04:00,1
2019-04-25 04:05:00,4
2019-04-25 04:08:00,1
2019-04-25 04:10:00,2
2019-04-25 04:12:00,1
2019-04-25 04:15:00,2
2019-04-25 04:19:00,1
2019-04-25 06:00:00,3
2019-04-25 06:04:00,1
2019-04-25 06:05:00,7
2019-04-25 06:09:00,1
2019-04-25 06:10:00,6
2019-04-25 06:13:00,1
2019-04-25 06:17:00,1
2019-04-25 06:20:00,1
2019-04-25 06:32:00,1
2019-04-25 06:36:00,1
2019-04-25 06:40:00,1
2019-04-25 06:55:00,9
2019-04-25 07:00:00,7
2019-04-25 07:05:00,6
2019-04-25 07:10:00,3
2019-04-25 07:55:00,5
2019-04-25 08:20:00,2
2019-04-25 12:05:00,4
2019-04-25 12:10:00,1
2019-04-25 12:15:00,4
2019-04-25 12:20:00,1
2019-04-25 12:22:00,1
2019-04-25 12:30:00,1
2019-04-25 12:35:00,1
2019-04-25 12:55:00,2
2019-04-25 13:20:00,9
2019-04-25 13:25:00,1
2019-04-25 13:30:00,2
2019-04-25 13:40:00,1
2019-04-25 15:35:00,2
2019-04-25 15:40:00,2
2019-04-25 16:05:00,3
2019-04-25 16:10:00,3
2019-04-25 16:35:00,5
2019-04-25 16:40:00,1
2019-04-25 16:50:00,1
2019-04-25 16:54:00,1
2019-04-25 16:55:00,1
2019-04-25 17:20:00,1
2019-04-25 17:25:00,1
2019-04-25 17:35:00,1
2019-04-25 17:40:00,1
2019-04-25 20:12:00,1
2019-04-25 20:15:00,6
2019-04-25 20:16:00,1
2019-04-25 20:20:00,1
2019-04-25 20:25:00,1
2019-04-25 20:35:00,6
2019-04-25 20:38:00,1
2019-04-25 20:40:00,1
2019-04-25 20:42:00,1
2019-04-25 20:55:00,27
2019-04-25 20:56:00,1
2019-04-25 21:00:00,16
2019-04-25 21:05:00,7
2019-04-25 21:10:00,1
2019-04-25 21:15:00,1
2019-04-25 21:20:00,1
2019-04-25 22:05:00,2
2019-04-25 22:15:00,1
2019-04-25 22:18:00,1
