7,"SELECT TOP # survey, subclass, plate, mjd, fiberid, elodieFeH       FROM specObj       WHERE class=&&& and subclass LIKE CONCAT(@class,&&&)       SET @i = @i + #   END;    SELECT * FROM @table2"
2019-04-25 11:51:00,1
2019-04-25 11:52:00,1
2019-04-25 11:53:00,2
2019-04-25 11:55:00,2
2019-04-25 11:59:00,1
