601,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-04-25 12:35:00,51
2019-04-25 12:36:00,29
2019-04-25 12:37:00,8
2019-04-25 12:38:00,14
2019-04-25 12:39:00,11
2019-04-25 12:40:00,10
2019-04-25 12:42:00,31
2019-04-25 12:43:00,1
2019-04-25 12:44:00,13
2019-04-25 12:46:00,14
2019-04-25 12:59:00,16
2019-04-25 13:00:00,20
2019-04-25 13:05:00,16
2019-04-25 13:17:00,8
2019-04-25 13:20:00,28
2019-04-25 13:22:00,19
2019-04-25 13:24:00,21
2019-04-25 13:25:00,8
2019-04-25 13:33:00,70
2019-04-25 13:35:00,8
2019-04-25 13:36:00,9
2019-04-25 13:44:00,8
2019-04-25 13:46:00,14
2019-04-25 13:50:00,5
2019-04-25 13:51:00,17
2019-04-25 13:52:00,20
2019-04-25 13:54:00,29
2019-04-25 13:55:00,4
2019-04-25 13:59:00,21
2019-04-25 14:10:00,21
2019-04-25 14:12:00,16
2019-04-25 14:13:00,4
2019-04-25 14:14:00,8
2019-04-25 14:16:00,6
2019-04-25 14:19:00,14
2019-04-25 14:20:00,9
