8,"SELECT p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-04-25 15:22:00,2
2019-04-25 17:50:00,1
2019-04-25 18:08:00,1
2019-04-25 19:20:00,1
2019-04-25 20:08:00,1
2019-04-25 20:43:00,1
2019-04-25 20:47:00,1
