409,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-04-25 09:25:00,2
2019-04-25 09:37:00,4
2019-04-25 09:40:00,4
2019-04-25 09:42:00,4
2019-04-25 11:18:00,4
2019-04-25 11:20:00,2
2019-04-25 11:22:00,2
2019-04-25 11:23:00,2
2019-04-25 13:41:00,2
2019-04-25 17:46:00,2
2019-04-25 18:00:00,3
2019-04-25 18:01:00,4
2019-04-25 18:02:00,1
2019-04-25 18:03:00,6
2019-04-25 18:04:00,2
2019-04-25 18:05:00,3
2019-04-25 18:06:00,1
2019-04-25 18:07:00,8
2019-04-25 18:08:00,4
2019-04-25 18:09:00,4
2019-04-25 18:10:00,8
2019-04-25 18:11:00,12
2019-04-25 18:12:00,10
2019-04-25 18:13:00,2
2019-04-25 18:14:00,8
2019-04-25 18:15:00,12
2019-04-25 18:16:00,12
2019-04-25 18:17:00,6
2019-04-25 18:18:00,2
2019-04-25 18:19:00,12
2019-04-25 18:20:00,4
2019-04-25 18:21:00,8
2019-04-25 18:22:00,12
2019-04-25 18:23:00,11
2019-04-25 18:24:00,11
2019-04-25 18:25:00,12
2019-04-25 18:26:00,12
2019-04-25 18:27:00,4
2019-04-25 18:28:00,2
2019-04-25 18:29:00,2
2019-04-25 18:30:00,4
2019-04-25 18:32:00,12
2019-04-25 18:33:00,4
2019-04-25 18:34:00,8
2019-04-25 18:35:00,12
2019-04-25 18:36:00,4
2019-04-25 18:37:00,8
2019-04-25 18:38:00,8
2019-04-25 18:39:00,4
2019-04-25 18:40:00,8
2019-04-25 18:41:00,8
2019-04-25 18:43:00,10
2019-04-25 18:44:00,2
2019-04-25 18:45:00,7
2019-04-25 18:46:00,5
2019-04-25 18:47:00,12
2019-04-25 18:48:00,12
2019-04-25 18:49:00,12
2019-04-25 18:50:00,12
2019-04-25 18:51:00,8
2019-04-25 18:53:00,12
2019-04-25 18:54:00,4
2019-04-25 23:39:00,3
2019-04-25 23:50:00,4
