3,"SELECT   specObjID,   ra,   dec,   z,   zErr,   velDisp,   velDispErr    FROM   dbo.SpecObj    WHERE   sciencePrimary = # AND   zWarning = # AND   z BETWEEN # and # AND   class = &&&"
2019-09-28 17:44:00,1
2019-09-28 17:45:00,2
