7805,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-09-28 12:31:00,22
2019-09-28 12:32:00,572
2019-09-28 12:33:00,452
2019-09-28 12:34:00,41
2019-09-28 12:37:00,203
2019-09-28 12:38:00,504
2019-09-28 12:39:00,376
2019-09-28 12:40:00,408
2019-09-28 12:41:00,400
2019-09-28 12:42:00,190
2019-09-28 12:44:00,230
2019-09-28 12:45:00,314
2019-09-28 12:48:00,253
2019-09-28 12:49:00,453
2019-09-28 12:50:00,297
2019-09-28 12:54:00,15
2019-09-28 12:55:00,296
2019-09-28 12:56:00,189
2019-09-28 12:57:00,553
2019-09-28 13:01:00,408
2019-09-28 13:02:00,159
2019-09-28 13:03:00,628
2019-09-28 13:04:00,6
2019-09-28 13:05:00,466
2019-09-28 13:08:00,208
2019-09-28 13:09:00,162
