11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-09-28 13:56:00,1
2019-09-28 13:59:00,1
2019-09-28 14:06:00,1
2019-09-28 14:13:00,1
2019-09-28 14:20:00,1
2019-09-28 14:48:00,1
2019-09-28 14:53:00,1
2019-09-28 14:56:00,1
2019-09-28 15:01:00,1
2019-09-28 15:07:00,1
2019-09-28 15:12:00,1
