29,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-10-06 06:42:00,4
2019-10-06 06:43:00,2
2019-10-06 06:45:00,1
2019-10-06 06:47:00,2
2019-10-06 06:48:00,2
2019-10-06 06:52:00,2
2019-10-06 07:11:00,2
2019-10-06 07:13:00,1
2019-10-06 07:15:00,1
2019-10-06 07:38:00,2
2019-10-06 07:40:00,1
2019-10-06 07:42:00,1
2019-10-06 07:45:00,2
2019-10-06 08:04:00,1
2019-10-06 08:05:00,1
2019-10-06 08:07:00,1
2019-10-06 08:08:00,1
2019-10-06 08:12:00,2
