4,"select top # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.z as redshift, s.specobjidfrom photoobj p, specobj swhere p.objid=s.bestobjid and s.z BETWEEN # AND #"
2019-10-06 02:33:00,1
2019-10-06 02:35:00,1
2019-10-06 02:38:00,1
2019-10-06 02:40:00,1
