5435,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-06 12:33:00,337
2019-10-06 12:34:00,3
2019-10-06 12:35:00,313
2019-10-06 12:36:00,377
2019-10-06 12:37:00,276
2019-10-06 12:38:00,221
2019-10-06 12:39:00,195
2019-10-06 12:41:00,269
2019-10-06 12:42:00,333
2019-10-06 12:43:00,383
2019-10-06 12:44:00,382
2019-10-06 12:45:00,450
2019-10-06 12:46:00,148
2019-10-06 12:47:00,31
2019-10-06 12:48:00,216
2019-10-06 12:49:00,181
2019-10-06 12:50:00,253
2019-10-06 12:54:00,216
2019-10-06 12:55:00,82
2019-10-06 12:56:00,186
2019-10-06 12:57:00,75
2019-10-06 12:59:00,201
2019-10-06 13:00:00,307
