9,"select top # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.z as redshift, s.specobjid from photoobj p, specobj s where p.objid=s.bestobjid and s.z BETWEEN # AND #"
2019-10-06 02:33:00,1
2019-10-06 02:34:00,1
2019-10-06 02:35:00,1
2019-10-06 02:36:00,1
2019-10-06 02:37:00,1
2019-10-06 02:39:00,1
2019-10-06 02:40:00,2
2019-10-06 02:41:00,1
