309,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-23 00:01:00,1
2019-02-23 00:06:00,1
2019-02-23 00:12:00,1
2019-02-23 00:18:00,1
2019-02-23 00:23:00,1
2019-02-23 00:28:00,1
2019-02-23 00:33:00,1
2019-02-23 00:38:00,2
2019-02-23 00:44:00,1
2019-02-23 00:50:00,1
2019-02-23 00:56:00,1
2019-02-23 01:01:00,1
2019-02-23 01:07:00,1
2019-02-23 01:12:00,1
2019-02-23 01:17:00,1
2019-02-23 01:23:00,1
2019-02-23 01:28:00,1
2019-02-23 01:34:00,1
2019-02-23 01:38:00,1
2019-02-23 01:43:00,1
2019-02-23 01:48:00,1
2019-02-23 01:53:00,1
2019-02-23 01:58:00,1
2019-02-23 02:02:00,1
2019-02-23 02:08:00,1
2019-02-23 02:13:00,1
2019-02-23 02:18:00,1
2019-02-23 02:24:00,1
2019-02-23 02:25:00,1
2019-02-23 02:31:00,1
2019-02-23 02:36:00,1
2019-02-23 02:41:00,1
2019-02-23 02:44:00,1
2019-02-23 02:49:00,1
2019-02-23 02:54:00,1
2019-02-23 02:59:00,1
2019-02-23 03:05:00,1
2019-02-23 03:10:00,1
2019-02-23 03:14:00,1
2019-02-23 03:19:00,1
2019-02-23 03:25:00,1
2019-02-23 03:31:00,1
2019-02-23 03:35:00,1
2019-02-23 03:41:00,1
2019-02-23 03:45:00,1
2019-02-23 03:51:00,2
2019-02-23 03:55:00,1
2019-02-23 04:00:00,1
2019-02-23 04:01:00,1
2019-02-23 04:06:00,1
2019-02-23 04:11:00,1
2019-02-23 04:17:00,1
2019-02-23 04:22:00,4
2019-02-23 04:28:00,1
2019-02-23 04:32:00,1
2019-02-23 04:38:00,1
2019-02-23 04:43:00,1
2019-02-23 04:48:00,1
2019-02-23 04:54:00,2
2019-02-23 04:59:00,1
2019-02-23 05:03:00,1
2019-02-23 05:08:00,1
2019-02-23 05:13:00,1
2019-02-23 05:18:00,1
2019-02-23 05:22:00,1
2019-02-23 05:28:00,1
2019-02-23 05:33:00,1
2019-02-23 05:38:00,1
2019-02-23 05:39:00,1
2019-02-23 05:44:00,2
2019-02-23 05:49:00,1
2019-02-23 05:53:00,1
2019-02-23 05:58:00,1
2019-02-23 06:04:00,1
2019-02-23 06:10:00,1
2019-02-23 06:15:00,1
2019-02-23 06:21:00,1
2019-02-23 06:26:00,1
2019-02-23 06:31:00,1
2019-02-23 06:37:00,1
2019-02-23 06:41:00,1
2019-02-23 06:46:00,1
2019-02-23 06:51:00,1
2019-02-23 06:58:00,1
2019-02-23 07:04:00,1
2019-02-23 07:08:00,2
2019-02-23 07:14:00,1
2019-02-23 07:19:00,1
2019-02-23 07:24:00,2
2019-02-23 07:28:00,1
2019-02-23 07:32:00,1
2019-02-23 07:38:00,1
2019-02-23 07:43:00,2
2019-02-23 07:49:00,1
2019-02-23 07:54:00,1
2019-02-23 07:59:00,1
2019-02-23 08:05:00,1
2019-02-23 08:06:00,1
2019-02-23 08:10:00,1
2019-02-23 08:15:00,1
2019-02-23 08:16:00,1
2019-02-23 08:21:00,1
2019-02-23 08:27:00,1
2019-02-23 08:32:00,1
2019-02-23 08:37:00,1
2019-02-23 08:42:00,1
2019-02-23 08:44:00,1
2019-02-23 08:50:00,1
2019-02-23 08:56:00,1
2019-02-23 09:01:00,1
2019-02-23 09:06:00,1
2019-02-23 09:11:00,1
2019-02-23 09:15:00,1
2019-02-23 09:21:00,1
2019-02-23 09:24:00,1
2019-02-23 09:29:00,1
2019-02-23 09:35:00,1
2019-02-23 09:40:00,1
2019-02-23 09:44:00,1
2019-02-23 09:50:00,1
2019-02-23 09:56:00,1
2019-02-23 10:00:00,1
2019-02-23 10:05:00,1
2019-02-23 10:10:00,1
2019-02-23 10:15:00,1
2019-02-23 10:19:00,1
2019-02-23 10:24:00,1
2019-02-23 10:26:00,1
2019-02-23 10:31:00,1
2019-02-23 10:36:00,1
2019-02-23 10:41:00,1
2019-02-23 10:46:00,1
2019-02-23 10:51:00,1
2019-02-23 10:56:00,1
2019-02-23 11:01:00,1
2019-02-23 11:06:00,1
2019-02-23 11:09:00,1
2019-02-23 11:14:00,1
2019-02-23 11:20:00,1
2019-02-23 11:25:00,1
2019-02-23 11:28:00,1
2019-02-23 11:34:00,1
2019-02-23 11:39:00,1
2019-02-23 11:44:00,1
2019-02-23 11:49:00,1
2019-02-23 11:58:00,1
2019-02-23 12:01:00,1
2019-02-23 12:07:00,1
2019-02-23 12:09:00,1
2019-02-23 12:14:00,1
2019-02-23 12:20:00,1
2019-02-23 12:26:00,1
2019-02-23 12:30:00,1
2019-02-23 12:35:00,1
2019-02-23 12:40:00,1
2019-02-23 12:43:00,1
2019-02-23 12:48:00,1
2019-02-23 12:50:00,1
2019-02-23 12:53:00,1
2019-02-23 12:58:00,1
2019-02-23 13:03:00,1
2019-02-23 13:05:00,1
2019-02-23 13:11:00,1
2019-02-23 13:17:00,1
2019-02-23 13:22:00,1
2019-02-23 13:27:00,1
2019-02-23 13:32:00,1
2019-02-23 13:37:00,1
2019-02-23 13:42:00,1
2019-02-23 13:47:00,1
2019-02-23 13:50:00,1
2019-02-23 13:56:00,1
2019-02-23 13:58:00,1
2019-02-23 14:04:00,1
2019-02-23 14:09:00,1
2019-02-23 14:12:00,1
2019-02-23 14:17:00,1
2019-02-23 14:22:00,1
2019-02-23 14:28:00,1
2019-02-23 14:30:00,1
2019-02-23 14:36:00,1
2019-02-23 14:42:00,1
2019-02-23 14:48:00,1
2019-02-23 14:52:00,1
2019-02-23 14:58:00,1
2019-02-23 15:04:00,1
2019-02-23 15:09:00,1
2019-02-23 15:15:00,1
2019-02-23 15:20:00,1
2019-02-23 15:23:00,1
2019-02-23 15:28:00,1
2019-02-23 15:29:00,1
2019-02-23 15:35:00,1
2019-02-23 15:41:00,1
2019-02-23 15:46:00,1
2019-02-23 15:52:00,1
2019-02-23 15:57:00,1
2019-02-23 15:59:00,1
2019-02-23 16:04:00,1
2019-02-23 16:09:00,1
2019-02-23 16:14:00,1
2019-02-23 16:19:00,1
2019-02-23 16:25:00,1
2019-02-23 16:29:00,1
2019-02-23 16:35:00,1
2019-02-23 16:39:00,1
2019-02-23 16:41:00,1
2019-02-23 16:47:00,1
2019-02-23 16:53:00,1
2019-02-23 16:54:00,1
2019-02-23 16:56:00,1
2019-02-23 17:01:00,1
2019-02-23 17:02:00,1
2019-02-23 17:07:00,1
2019-02-23 17:08:00,1
2019-02-23 17:14:00,1
2019-02-23 17:19:00,1
2019-02-23 17:25:00,1
2019-02-23 17:30:00,1
2019-02-23 17:36:00,1
2019-02-23 17:42:00,1
2019-02-23 17:47:00,1
2019-02-23 17:53:00,1
2019-02-23 17:58:00,1
2019-02-23 18:03:00,1
2019-02-23 18:06:00,1
2019-02-23 18:07:00,1
2019-02-23 18:13:00,1
2019-02-23 18:18:00,1
2019-02-23 18:22:00,1
2019-02-23 18:28:00,1
2019-02-23 18:33:00,1
2019-02-23 18:39:00,1
2019-02-23 18:45:00,1
2019-02-23 18:52:00,1
2019-02-23 18:56:00,1
2019-02-23 19:02:00,1
2019-02-23 19:07:00,1
2019-02-23 19:12:00,1
2019-02-23 19:15:00,1
2019-02-23 19:20:00,1
2019-02-23 19:25:00,1
2019-02-23 19:31:00,1
2019-02-23 19:36:00,1
2019-02-23 19:42:00,1
2019-02-23 19:47:00,1
2019-02-23 19:53:00,1
2019-02-23 19:59:00,2
2019-02-23 20:04:00,1
2019-02-23 20:10:00,1
2019-02-23 20:15:00,1
2019-02-23 20:20:00,1
2019-02-23 20:25:00,1
2019-02-23 20:28:00,1
2019-02-23 20:33:00,1
2019-02-23 20:38:00,1
2019-02-23 20:43:00,1
2019-02-23 20:48:00,1
2019-02-23 20:54:00,1
2019-02-23 20:59:00,1
2019-02-23 21:04:00,1
2019-02-23 21:10:00,2
2019-02-23 21:16:00,1
2019-02-23 21:21:00,1
2019-02-23 21:26:00,1
2019-02-23 21:32:00,2
2019-02-23 21:38:00,2
2019-02-23 21:43:00,1
2019-02-23 21:48:00,1
2019-02-23 21:52:00,1
2019-02-23 21:57:00,1
2019-02-23 21:58:00,1
2019-02-23 22:03:00,1
2019-02-23 22:09:00,1
2019-02-23 22:14:00,1
2019-02-23 22:20:00,1
2019-02-23 22:25:00,1
2019-02-23 22:29:00,1
2019-02-23 22:34:00,1
2019-02-23 22:40:00,1
2019-02-23 22:46:00,1
