99,select * from sppParams where specObjId=#
2019-02-23 01:02:00,3
2019-02-23 01:03:00,3
2019-02-23 02:20:00,1
2019-02-23 04:32:00,1
2019-02-23 04:45:00,1
2019-02-23 05:27:00,1
2019-02-23 10:25:00,1
2019-02-23 10:56:00,1
2019-02-23 11:40:00,1
2019-02-23 11:47:00,1
2019-02-23 13:47:00,1
2019-02-23 13:48:00,1
2019-02-23 18:15:00,1
2019-02-23 18:38:00,1
2019-02-23 19:33:00,4
2019-02-23 19:34:00,11
2019-02-23 19:35:00,10
2019-02-23 19:36:00,9
2019-02-23 19:37:00,12
2019-02-23 19:38:00,11
2019-02-23 19:39:00,10
2019-02-23 19:40:00,10
2019-02-23 20:50:00,1
2019-02-23 21:41:00,1
2019-02-23 22:56:00,1
2019-02-23 23:00:00,1
