20,select * from stellarMassPCAWiscBC0# where specObjId=#
2019-02-23 00:37:00,1
2019-02-23 05:30:00,1
2019-02-23 05:50:00,1
2019-02-23 06:04:00,1
2019-02-23 09:35:00,1
2019-02-23 09:57:00,1
2019-02-23 10:14:00,1
2019-02-23 10:24:00,1
2019-02-23 11:04:00,1
2019-02-23 11:08:00,1
2019-02-23 12:48:00,1
2019-02-23 14:14:00,1
2019-02-23 14:35:00,1
2019-02-23 15:29:00,1
2019-02-23 16:01:00,1
2019-02-23 16:18:00,1
2019-02-23 19:58:00,1
2019-02-23 20:48:00,1
2019-02-23 22:34:00,1
2019-02-23 23:07:00,1
