22,select * from emissionLinesPort where specObjId=#
2019-02-23 00:39:00,1
2019-02-23 01:01:00,1
2019-02-23 01:40:00,1
2019-02-23 02:37:00,1
2019-02-23 02:51:00,1
2019-02-23 04:56:00,1
2019-02-23 05:00:00,1
2019-02-23 05:40:00,1
2019-02-23 07:37:00,1
2019-02-23 07:44:00,1
2019-02-23 08:22:00,1
2019-02-23 09:02:00,1
2019-02-23 12:48:00,1
2019-02-23 13:39:00,1
2019-02-23 13:48:00,1
2019-02-23 14:00:00,1
2019-02-23 15:05:00,1
2019-02-23 16:08:00,1
2019-02-23 17:58:00,1
2019-02-23 20:56:00,1
2019-02-23 21:08:00,1
2019-02-23 22:21:00,1
