78,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=# AND s.mjd=# AND s.fiberid=#)"
2019-02-23 17:42:00,1
2019-02-23 17:55:00,1
2019-02-23 18:08:00,1
2019-02-23 18:14:00,1
2019-02-23 18:16:00,1
2019-02-23 18:20:00,1
2019-02-23 18:21:00,1
2019-02-23 18:26:00,1
2019-02-23 18:28:00,1
2019-02-23 18:33:00,2
2019-02-23 18:37:00,1
2019-02-23 18:39:00,1
2019-02-23 18:43:00,1
2019-02-23 18:54:00,1
2019-02-23 18:55:00,1
2019-02-23 18:58:00,1
2019-02-23 19:00:00,1
2019-02-23 19:04:00,1
2019-02-23 19:07:00,1
2019-02-23 19:10:00,1
2019-02-23 19:12:00,1
2019-02-23 19:16:00,2
2019-02-23 19:22:00,2
2019-02-23 19:27:00,1
2019-02-23 19:32:00,1
2019-02-23 19:35:00,1
2019-02-23 19:37:00,1
2019-02-23 19:41:00,1
2019-02-23 19:44:00,1
2019-02-23 19:47:00,1
2019-02-23 19:50:00,1
2019-02-23 19:55:00,1
2019-02-23 19:59:00,1
2019-02-23 20:01:00,1
2019-02-23 20:06:00,1
2019-02-23 20:07:00,1
2019-02-23 20:11:00,1
2019-02-23 20:16:00,1
2019-02-23 20:18:00,1
2019-02-23 20:21:00,1
2019-02-23 20:24:00,1
2019-02-23 20:25:00,1
2019-02-23 20:28:00,1
2019-02-23 20:44:00,1
2019-02-23 20:46:00,1
2019-02-23 20:50:00,1
2019-02-23 20:53:00,1
2019-02-23 20:55:00,1
2019-02-23 20:56:00,1
2019-02-23 21:12:00,1
2019-02-23 21:13:00,1
2019-02-23 21:17:00,1
2019-02-23 21:21:00,1
2019-02-23 21:26:00,1
2019-02-23 21:27:00,1
2019-02-23 21:31:00,1
2019-02-23 21:33:00,1
2019-02-23 21:34:00,2
2019-02-23 21:37:00,1
2019-02-23 21:38:00,1
2019-02-23 21:43:00,1
2019-02-23 21:45:00,1
2019-02-23 21:48:00,1
2019-02-23 21:50:00,1
2019-02-23 21:51:00,1
2019-02-23 21:53:00,1
2019-02-23 21:56:00,1
2019-02-23 21:59:00,1
2019-02-23 22:02:00,1
2019-02-23 22:07:00,1
2019-02-23 22:12:00,1
2019-02-23 22:19:00,1
2019-02-23 22:47:00,1
2019-02-23 22:50:00,1
