20,select * from stellarMassPCAWiscM1# where specObjId=#
2019-02-23 01:08:00,1
2019-02-23 03:53:00,1
2019-02-23 04:49:00,1
2019-02-23 04:53:00,1
2019-02-23 05:01:00,1
2019-02-23 05:16:00,1
2019-02-23 05:38:00,1
2019-02-23 08:03:00,1
2019-02-23 09:00:00,1
2019-02-23 14:54:00,1
2019-02-23 14:58:00,1
2019-02-23 15:24:00,1
2019-02-23 15:54:00,1
2019-02-23 17:40:00,1
2019-02-23 17:58:00,1
2019-02-23 20:04:00,1
2019-02-23 22:05:00,1
2019-02-23 22:46:00,1
2019-02-23 22:59:00,1
2019-02-23 23:41:00,1
