377,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-02-23 01:48:00,18
2019-02-23 02:20:00,1
2019-02-23 09:13:00,42
2019-02-23 12:03:00,42
2019-02-23 13:41:00,42
2019-02-23 13:50:00,2
2019-02-23 13:51:00,42
2019-02-23 14:34:00,1
2019-02-23 14:44:00,5
2019-02-23 14:45:00,10
2019-02-23 14:46:00,10
2019-02-23 14:47:00,11
2019-02-23 14:48:00,6
2019-02-23 16:10:00,42
2019-02-23 16:59:00,42
2019-02-23 17:03:00,1
2019-02-23 21:48:00,42
2019-02-23 22:38:00,18
