313,select * from Frame where fieldId=#
2019-02-23 00:04:00,1
2019-02-23 00:06:00,2
2019-02-23 00:21:00,2
2019-02-23 00:30:00,1
2019-02-23 00:32:00,1
2019-02-23 00:34:00,1
2019-02-23 00:35:00,1
2019-02-23 00:38:00,1
2019-02-23 00:43:00,1
2019-02-23 00:44:00,1
2019-02-23 00:45:00,1
2019-02-23 00:48:00,1
2019-02-23 00:59:00,1
2019-02-23 01:11:00,1
2019-02-23 01:20:00,1
2019-02-23 01:35:00,1
2019-02-23 01:38:00,1
2019-02-23 01:39:00,1
2019-02-23 02:05:00,1
2019-02-23 02:08:00,1
2019-02-23 02:23:00,1
2019-02-23 02:24:00,2
2019-02-23 02:32:00,1
2019-02-23 02:39:00,1
2019-02-23 02:45:00,3
2019-02-23 02:55:00,1
2019-02-23 03:02:00,1
2019-02-23 03:24:00,1
2019-02-23 03:34:00,1
2019-02-23 03:42:00,1
2019-02-23 03:57:00,1
2019-02-23 03:59:00,1
2019-02-23 04:02:00,1
2019-02-23 04:03:00,1
2019-02-23 04:07:00,1
2019-02-23 04:14:00,1
2019-02-23 04:20:00,1
2019-02-23 04:28:00,1
2019-02-23 04:56:00,1
2019-02-23 05:12:00,1
2019-02-23 05:31:00,1
2019-02-23 06:26:00,1
2019-02-23 06:30:00,1
2019-02-23 06:33:00,1
2019-02-23 06:35:00,1
2019-02-23 06:40:00,1
2019-02-23 06:43:00,1
2019-02-23 06:51:00,1
2019-02-23 06:58:00,1
2019-02-23 07:54:00,1
2019-02-23 08:29:00,1
2019-02-23 08:33:00,1
2019-02-23 08:39:00,1
2019-02-23 08:42:00,2
2019-02-23 08:44:00,1
2019-02-23 08:47:00,1
2019-02-23 08:52:00,1
2019-02-23 09:15:00,1
2019-02-23 09:16:00,1
2019-02-23 09:36:00,1
2019-02-23 09:39:00,1
2019-02-23 09:51:00,1
2019-02-23 10:19:00,1
2019-02-23 10:20:00,1
2019-02-23 10:31:00,1
2019-02-23 10:38:00,1
2019-02-23 10:49:00,7
2019-02-23 10:53:00,1
2019-02-23 10:54:00,1
2019-02-23 11:18:00,1
2019-02-23 11:22:00,1
2019-02-23 11:29:00,1
2019-02-23 11:34:00,1
2019-02-23 11:57:00,1
2019-02-23 12:09:00,1
2019-02-23 12:27:00,1
2019-02-23 12:41:00,1
2019-02-23 12:51:00,1
2019-02-23 12:59:00,1
2019-02-23 13:03:00,1
2019-02-23 13:04:00,1
2019-02-23 13:11:00,1
2019-02-23 13:20:00,1
2019-02-23 13:31:00,1
2019-02-23 13:37:00,2
2019-02-23 13:43:00,1
2019-02-23 13:55:00,1
2019-02-23 14:01:00,1
2019-02-23 14:08:00,2
2019-02-23 14:10:00,1
2019-02-23 14:13:00,1
2019-02-23 14:22:00,1
2019-02-23 14:30:00,1
2019-02-23 14:44:00,1
2019-02-23 14:51:00,1
2019-02-23 15:07:00,1
2019-02-23 15:10:00,1
2019-02-23 15:12:00,1
2019-02-23 15:13:00,1
2019-02-23 15:21:00,2
2019-02-23 15:36:00,1
2019-02-23 15:45:00,1
2019-02-23 15:57:00,1
2019-02-23 15:59:00,1
2019-02-23 16:00:00,1
2019-02-23 16:31:00,1
2019-02-23 16:39:00,1
2019-02-23 16:45:00,1
2019-02-23 16:46:00,1
2019-02-23 17:31:00,1
2019-02-23 17:35:00,1
2019-02-23 17:51:00,1
2019-02-23 17:56:00,1
2019-02-23 18:19:00,1
2019-02-23 18:23:00,1
2019-02-23 18:28:00,1
2019-02-23 18:33:00,2
2019-02-23 18:35:00,1
2019-02-23 18:44:00,1
2019-02-23 19:14:00,1
2019-02-23 19:17:00,1
2019-02-23 19:21:00,1
2019-02-23 19:25:00,1
2019-02-23 19:28:00,21
2019-02-23 19:29:00,26
2019-02-23 19:30:00,26
2019-02-23 19:31:00,29
2019-02-23 19:32:00,15
2019-02-23 19:52:00,1
2019-02-23 20:03:00,1
2019-02-23 20:26:00,2
2019-02-23 20:49:00,1
2019-02-23 20:57:00,1
2019-02-23 21:00:00,1
2019-02-23 21:08:00,1
2019-02-23 21:23:00,2
2019-02-23 21:31:00,1
2019-02-23 21:50:00,1
2019-02-23 22:04:00,1
2019-02-23 22:06:00,1
2019-02-23 22:12:00,1
2019-02-23 22:22:00,1
2019-02-23 22:30:00,1
2019-02-23 22:31:00,2
2019-02-23 22:34:00,1
2019-02-23 22:51:00,1
2019-02-23 22:56:00,1
2019-02-23 23:00:00,13
2019-02-23 23:01:00,16
2019-02-23 23:04:00,1
2019-02-23 23:22:00,1
2019-02-23 23:39:00,1
2019-02-23 23:43:00,1
2019-02-23 23:46:00,1
2019-02-23 23:52:00,1
