2702,"select psf2GSigma1_u, psf2GSigma1_g, psf2GSigma1_r, psf2GSigma1_i, psf2GSigma1_z, psf2GSigma2_u, psf2GSigma2_g, psf2GSigma2_r, psf2GSigma2_i, psf2GSigma2_z, psf2GB_u, psf2GB_g,psf2GB_r, psf2GB_i, psf2GB_z, psfWidth_u, psfWidth_g, psfWidth_r, psfWidth_i, psfWidth_z from Field where run = # and rerun = # and camcol = # and field = #"
2019-02-23 02:01:00,14
2019-02-23 02:02:00,13
2019-02-23 02:03:00,12
2019-02-23 02:04:00,16
2019-02-23 02:05:00,4
2019-02-23 02:06:00,10
2019-02-23 02:07:00,12
2019-02-23 02:08:00,3
2019-02-23 02:09:00,11
2019-02-23 02:10:00,8
2019-02-23 02:11:00,5
2019-02-23 02:12:00,5
2019-02-23 02:13:00,11
2019-02-23 02:14:00,6
2019-02-23 02:15:00,5
2019-02-23 02:16:00,11
2019-02-23 02:17:00,13
2019-02-23 02:18:00,11
2019-02-23 02:19:00,12
2019-02-23 02:20:00,5
2019-02-23 02:21:00,4
2019-02-23 02:22:00,9
2019-02-23 02:23:00,12
2019-02-23 02:24:00,5
2019-02-23 02:25:00,14
2019-02-23 02:26:00,6
2019-02-23 02:27:00,2
2019-02-23 02:28:00,13
2019-02-23 02:29:00,9
2019-02-23 02:30:00,5
2019-02-23 02:31:00,13
2019-02-23 02:32:00,10
2019-02-23 02:33:00,11
2019-02-23 02:34:00,14
2019-02-23 02:35:00,8
2019-02-23 02:36:00,10
2019-02-23 02:37:00,11
2019-02-23 02:38:00,10
2019-02-23 02:39:00,1
2019-02-23 02:40:00,10
2019-02-23 02:41:00,7
2019-02-23 02:42:00,13
2019-02-23 02:43:00,11
2019-02-23 02:44:00,9
2019-02-23 02:45:00,14
2019-02-23 02:46:00,5
2019-02-23 02:47:00,18
2019-02-23 02:48:00,5
2019-02-23 02:49:00,8
2019-02-23 02:50:00,4
2019-02-23 02:51:00,10
2019-02-23 02:52:00,18
2019-02-23 02:53:00,2
2019-02-23 02:54:00,12
2019-02-23 02:55:00,9
2019-02-23 02:56:00,12
2019-02-23 02:57:00,5
2019-02-23 02:58:00,8
2019-02-23 02:59:00,5
2019-02-23 03:00:00,4
2019-02-23 03:01:00,5
2019-02-23 03:02:00,9
2019-02-23 03:03:00,9
2019-02-23 03:04:00,4
2019-02-23 03:05:00,7
2019-02-23 03:06:00,7
2019-02-23 03:07:00,5
2019-02-23 03:08:00,5
2019-02-23 03:09:00,10
2019-02-23 03:10:00,7
2019-02-23 03:11:00,12
2019-02-23 03:12:00,8
2019-02-23 03:13:00,7
2019-02-23 03:14:00,12
2019-02-23 03:15:00,7
2019-02-23 03:16:00,9
2019-02-23 03:17:00,12
2019-02-23 03:18:00,4
2019-02-23 03:19:00,6
2019-02-23 03:20:00,13
2019-02-23 03:21:00,10
2019-02-23 03:22:00,7
2019-02-23 03:23:00,6
2019-02-23 03:24:00,16
2019-02-23 03:26:00,15
2019-02-23 03:27:00,2
2019-02-23 03:28:00,9
2019-02-23 03:29:00,11
2019-02-23 03:30:00,4
2019-02-23 03:31:00,10
2019-02-23 03:32:00,3
2019-02-23 03:33:00,13
2019-02-23 03:34:00,8
2019-02-23 03:35:00,13
2019-02-23 03:36:00,2
2019-02-23 03:37:00,13
2019-02-23 03:38:00,12
2019-02-23 03:39:00,10
2019-02-23 03:40:00,10
2019-02-23 03:41:00,10
2019-02-23 03:42:00,6
2019-02-23 03:43:00,3
2019-02-23 03:44:00,5
2019-02-23 03:45:00,9
2019-02-23 03:46:00,9
2019-02-23 03:47:00,12
2019-02-23 03:48:00,10
2019-02-23 03:49:00,6
2019-02-23 03:50:00,11
2019-02-23 03:51:00,8
2019-02-23 03:52:00,5
2019-02-23 03:53:00,9
2019-02-23 03:54:00,12
2019-02-23 03:55:00,8
2019-02-23 03:56:00,16
2019-02-23 03:57:00,9
2019-02-23 03:58:00,9
2019-02-23 03:59:00,15
2019-02-23 04:00:00,7
2019-02-23 04:01:00,3
2019-02-23 04:02:00,10
2019-02-23 04:03:00,8
2019-02-23 04:04:00,13
2019-02-23 04:05:00,9
2019-02-23 04:06:00,2
2019-02-23 04:07:00,7
2019-02-23 04:08:00,6
2019-02-23 04:09:00,7
2019-02-23 04:10:00,3
2019-02-23 04:11:00,8
2019-02-23 04:12:00,5
2019-02-23 04:13:00,5
2019-02-23 04:14:00,6
2019-02-23 04:15:00,3
2019-02-23 04:16:00,14
2019-02-23 04:17:00,3
2019-02-23 04:18:00,5
2019-02-23 04:19:00,10
2019-02-23 04:20:00,1
2019-02-23 04:21:00,14
2019-02-23 04:22:00,15
2019-02-23 04:23:00,7
2019-02-23 04:24:00,11
2019-02-23 04:25:00,4
2019-02-23 04:26:00,11
2019-02-23 04:27:00,3
2019-02-23 04:28:00,5
2019-02-23 04:29:00,11
2019-02-23 04:30:00,11
2019-02-23 04:31:00,11
2019-02-23 04:32:00,6
2019-02-23 04:33:00,6
2019-02-23 04:34:00,16
2019-02-23 04:35:00,10
2019-02-23 04:36:00,10
2019-02-23 04:37:00,4
2019-02-23 04:38:00,12
2019-02-23 04:39:00,5
2019-02-23 04:40:00,11
2019-02-23 04:41:00,7
2019-02-23 04:42:00,2
2019-02-23 04:43:00,4
2019-02-23 04:44:00,9
2019-02-23 04:45:00,4
2019-02-23 04:46:00,6
2019-02-23 04:47:00,11
2019-02-23 04:48:00,10
2019-02-23 04:49:00,6
2019-02-23 04:50:00,15
2019-02-23 04:51:00,2
2019-02-23 04:52:00,4
2019-02-23 04:53:00,3
2019-02-23 04:54:00,12
2019-02-23 04:55:00,8
2019-02-23 04:56:00,12
2019-02-23 04:57:00,6
2019-02-23 04:58:00,4
2019-02-23 04:59:00,12
2019-02-23 05:00:00,10
2019-02-23 05:01:00,11
2019-02-23 05:02:00,2
2019-02-23 05:03:00,11
2019-02-23 05:04:00,2
2019-02-23 05:05:00,10
2019-02-23 05:06:00,10
2019-02-23 05:07:00,9
2019-02-23 05:08:00,8
2019-02-23 05:09:00,11
2019-02-23 05:10:00,2
2019-02-23 05:11:00,10
2019-02-23 05:12:00,3
2019-02-23 05:13:00,13
2019-02-23 05:14:00,7
2019-02-23 05:15:00,10
2019-02-23 05:16:00,3
2019-02-23 05:17:00,1
