21,select * from stellarMassFSPSGranWideDust where specObjId=#
2019-02-23 01:05:00,1
2019-02-23 01:11:00,1
2019-02-23 01:26:00,1
2019-02-23 02:06:00,1
2019-02-23 02:42:00,1
2019-02-23 03:03:00,1
2019-02-23 04:50:00,1
2019-02-23 05:59:00,1
2019-02-23 08:34:00,1
2019-02-23 08:37:00,1
2019-02-23 11:35:00,1
2019-02-23 12:39:00,1
2019-02-23 14:22:00,1
2019-02-23 14:29:00,1
2019-02-23 19:09:00,1
2019-02-23 19:42:00,1
2019-02-23 21:05:00,1
2019-02-23 21:53:00,1
2019-02-23 22:31:00,1
2019-02-23 22:44:00,1
2019-02-23 23:53:00,1
