2472,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-02-23 01:49:00,2
2019-02-23 01:50:00,2
2019-02-23 01:51:00,4
2019-02-23 01:52:00,3
2019-02-23 01:53:00,1
2019-02-23 02:04:00,3
2019-02-23 02:05:00,3
2019-02-23 02:06:00,1
2019-02-23 02:07:00,2
2019-02-23 02:08:00,7
2019-02-23 02:09:00,6
2019-02-23 02:10:00,6
2019-02-23 02:11:00,2
2019-02-23 02:13:00,2
2019-02-23 02:16:00,1
2019-02-23 02:17:00,1
2019-02-23 02:18:00,2
2019-02-23 02:19:00,5
2019-02-23 02:20:00,5
2019-02-23 02:22:00,1
2019-02-23 02:23:00,3
2019-02-23 02:24:00,4
2019-02-23 02:25:00,4
2019-02-23 02:26:00,11
2019-02-23 02:27:00,10
2019-02-23 02:28:00,14
2019-02-23 02:29:00,11
2019-02-23 02:30:00,6
2019-02-23 02:31:00,6
2019-02-23 02:32:00,5
2019-02-23 02:33:00,10
2019-02-23 02:34:00,4
2019-02-23 02:35:00,10
2019-02-23 02:36:00,9
2019-02-23 02:37:00,9
2019-02-23 02:38:00,10
2019-02-23 02:39:00,22
2019-02-23 02:40:00,35
2019-02-23 02:41:00,43
2019-02-23 02:42:00,51
2019-02-23 02:43:00,50
2019-02-23 02:44:00,59
2019-02-23 02:45:00,42
2019-02-23 02:46:00,36
2019-02-23 02:47:00,20
2019-02-23 02:48:00,14
2019-02-23 02:49:00,8
2019-02-23 02:50:00,6
2019-02-23 02:51:00,8
2019-02-23 02:52:00,8
2019-02-23 02:53:00,9
2019-02-23 02:54:00,9
2019-02-23 02:55:00,11
2019-02-23 02:56:00,14
2019-02-23 02:57:00,11
2019-02-23 02:58:00,6
2019-02-23 02:59:00,13
2019-02-23 03:00:00,7
2019-02-23 03:02:00,7
2019-02-23 03:03:00,10
2019-02-23 03:04:00,4
2019-02-23 03:05:00,2
2019-02-23 03:06:00,2
2019-02-23 03:15:00,1
2019-02-23 03:17:00,1
2019-02-23 03:24:00,1
2019-02-23 03:25:00,1
2019-02-23 03:26:00,1
2019-02-23 03:27:00,1
2019-02-23 03:28:00,1
2019-02-23 03:29:00,2
2019-02-23 03:30:00,4
2019-02-23 03:31:00,2
2019-02-23 03:33:00,2
2019-02-23 03:34:00,2
2019-02-23 03:36:00,1
2019-02-23 03:37:00,1
2019-02-23 03:38:00,1
2019-02-23 04:03:00,5
2019-02-23 04:04:00,13
2019-02-23 04:05:00,15
2019-02-23 04:06:00,18
2019-02-23 04:07:00,49
2019-02-23 04:08:00,50
2019-02-23 04:09:00,42
2019-02-23 04:10:00,45
2019-02-23 04:11:00,31
2019-02-23 04:12:00,34
2019-02-23 04:13:00,19
2019-02-23 04:14:00,7
2019-02-23 04:15:00,7
2019-02-23 04:16:00,5
2019-02-23 04:17:00,11
2019-02-23 04:18:00,30
2019-02-23 04:19:00,42
2019-02-23 04:20:00,51
2019-02-23 04:21:00,53
2019-02-23 04:22:00,62
2019-02-23 04:23:00,44
2019-02-23 04:24:00,43
2019-02-23 04:25:00,41
2019-02-23 04:26:00,37
2019-02-23 04:27:00,50
2019-02-23 04:28:00,38
2019-02-23 04:29:00,32
2019-02-23 04:30:00,32
2019-02-23 04:31:00,28
2019-02-23 04:32:00,37
2019-02-23 04:33:00,48
2019-02-23 04:34:00,55
2019-02-23 04:35:00,51
2019-02-23 04:36:00,71
2019-02-23 04:37:00,69
2019-02-23 04:38:00,76
2019-02-23 04:39:00,59
2019-02-23 04:40:00,42
2019-02-23 04:41:00,29
2019-02-23 04:42:00,18
2019-02-23 04:43:00,25
2019-02-23 04:44:00,14
2019-02-23 04:45:00,16
2019-02-23 04:46:00,22
2019-02-23 04:47:00,27
2019-02-23 04:48:00,30
2019-02-23 04:49:00,40
2019-02-23 04:50:00,24
2019-02-23 04:51:00,22
2019-02-23 04:52:00,8
2019-02-23 04:53:00,14
2019-02-23 04:54:00,12
2019-02-23 04:55:00,7
2019-02-23 04:56:00,1
2019-02-23 04:57:00,1
2019-02-23 05:00:00,1
2019-02-23 05:01:00,1
2019-02-23 05:04:00,1
2019-02-23 05:11:00,2
2019-02-23 05:16:00,1
