2,"SELECT up_id,  dbo.fGetNearestObjIdEq( up_ra,up_dec,up_sep ) as objId   FROM mydb.test_radec  WHERE  dbo.fGetNearestObjIdEq( up_ra,up_dec,up_sep ) IS NOT NULL"
2019-02-23 03:30:00,1
2019-02-23 13:29:00,1
