3367,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-02-23 02:24:00,9
2019-02-23 02:25:00,14
2019-02-23 02:26:00,5
2019-02-23 02:27:00,7
2019-02-23 02:28:00,10
2019-02-23 02:29:00,13
2019-02-23 02:30:00,13
2019-02-23 02:31:00,13
2019-02-23 02:32:00,9
2019-02-23 02:33:00,12
2019-02-23 02:34:00,13
2019-02-23 02:35:00,10
2019-02-23 02:36:00,16
2019-02-23 02:37:00,9
2019-02-23 02:38:00,14
2019-02-23 02:39:00,5
2019-02-23 02:40:00,6
2019-02-23 02:41:00,11
2019-02-23 02:42:00,13
2019-02-23 02:43:00,1
2019-02-23 02:44:00,13
2019-02-23 02:45:00,18
2019-02-23 02:46:00,9
2019-02-23 02:47:00,13
2019-02-23 02:48:00,18
2019-02-23 02:49:00,8
2019-02-23 02:50:00,7
2019-02-23 02:51:00,11
2019-02-23 02:52:00,8
2019-02-23 02:53:00,15
2019-02-23 02:54:00,12
2019-02-23 02:55:00,9
2019-02-23 02:56:00,13
2019-02-23 02:57:00,11
2019-02-23 02:58:00,9
2019-02-23 02:59:00,7
2019-02-23 03:00:00,8
2019-02-23 03:01:00,19
2019-02-23 03:02:00,11
2019-02-23 03:03:00,9
2019-02-23 03:04:00,4
2019-02-23 03:05:00,9
2019-02-23 03:06:00,8
2019-02-23 03:07:00,7
2019-02-23 03:08:00,7
2019-02-23 03:09:00,10
2019-02-23 03:10:00,10
2019-02-23 03:11:00,10
2019-02-23 03:12:00,15
2019-02-23 03:13:00,8
2019-02-23 03:14:00,14
2019-02-23 03:15:00,12
2019-02-23 03:16:00,9
2019-02-23 03:17:00,12
2019-02-23 03:18:00,3
2019-02-23 03:19:00,10
2019-02-23 03:20:00,3
2019-02-23 03:21:00,20
2019-02-23 03:22:00,10
2019-02-23 03:23:00,8
2019-02-23 03:24:00,8
2019-02-23 03:25:00,18
2019-02-23 03:26:00,12
2019-02-23 03:27:00,9
2019-02-23 03:28:00,10
2019-02-23 03:29:00,4
2019-02-23 03:30:00,12
2019-02-23 03:31:00,12
2019-02-23 03:32:00,9
2019-02-23 03:33:00,15
2019-02-23 03:34:00,4
2019-02-23 03:35:00,9
2019-02-23 03:36:00,10
2019-02-23 03:37:00,10
2019-02-23 03:38:00,16
2019-02-23 03:39:00,11
2019-02-23 03:40:00,10
2019-02-23 03:41:00,16
2019-02-23 03:42:00,6
2019-02-23 03:43:00,5
2019-02-23 03:44:00,8
2019-02-23 03:45:00,15
2019-02-23 03:46:00,13
2019-02-23 03:47:00,12
2019-02-23 03:48:00,11
2019-02-23 03:49:00,10
2019-02-23 03:50:00,12
2019-02-23 03:51:00,15
2019-02-23 03:52:00,6
2019-02-23 03:53:00,10
2019-02-23 03:54:00,14
2019-02-23 03:55:00,8
2019-02-23 03:56:00,11
2019-02-23 03:57:00,16
2019-02-23 03:58:00,9
2019-02-23 03:59:00,16
2019-02-23 04:00:00,13
2019-02-23 04:01:00,2
2019-02-23 04:02:00,12
2019-02-23 04:03:00,5
2019-02-23 04:04:00,14
2019-02-23 04:05:00,14
2019-02-23 04:06:00,8
2019-02-23 04:07:00,8
2019-02-23 04:08:00,6
2019-02-23 04:09:00,13
2019-02-23 04:10:00,13
2019-02-23 04:11:00,7
2019-02-23 04:12:00,20
2019-02-23 04:13:00,13
2019-02-23 04:14:00,6
2019-02-23 04:15:00,5
2019-02-23 04:16:00,14
2019-02-23 04:17:00,10
2019-02-23 04:18:00,10
2019-02-23 04:19:00,13
2019-02-23 04:20:00,6
2019-02-23 04:21:00,12
2019-02-23 04:22:00,10
2019-02-23 04:23:00,16
2019-02-23 04:24:00,12
2019-02-23 04:25:00,13
2019-02-23 04:26:00,12
2019-02-23 04:27:00,5
2019-02-23 04:28:00,5
2019-02-23 04:29:00,11
2019-02-23 04:30:00,11
2019-02-23 04:31:00,12
2019-02-23 04:32:00,11
2019-02-23 04:33:00,15
2019-02-23 04:34:00,9
2019-02-23 04:35:00,19
2019-02-23 04:36:00,9
2019-02-23 04:37:00,12
2019-02-23 04:38:00,12
2019-02-23 04:39:00,3
2019-02-23 04:40:00,13
2019-02-23 04:41:00,12
2019-02-23 04:42:00,15
2019-02-23 04:43:00,6
2019-02-23 04:44:00,10
2019-02-23 04:45:00,7
2019-02-23 04:46:00,16
2019-02-23 04:47:00,3
2019-02-23 04:48:00,20
2019-02-23 04:49:00,9
2019-02-23 04:50:00,5
2019-02-23 04:51:00,14
2019-02-23 04:52:00,13
2019-02-23 04:53:00,7
2019-02-23 04:54:00,12
2019-02-23 04:55:00,7
2019-02-23 04:56:00,11
2019-02-23 04:57:00,13
2019-02-23 04:58:00,15
2019-02-23 04:59:00,13
2019-02-23 05:00:00,12
2019-02-23 05:01:00,11
2019-02-23 05:02:00,2
2019-02-23 05:03:00,12
2019-02-23 05:04:00,2
2019-02-23 05:05:00,3
2019-02-23 05:06:00,10
2019-02-23 05:07:00,10
2019-02-23 05:08:00,11
2019-02-23 05:09:00,12
2019-02-23 05:10:00,11
2019-02-23 05:11:00,11
2019-02-23 05:12:00,10
2019-02-23 05:13:00,14
2019-02-23 05:14:00,7
2019-02-23 05:15:00,2
2019-02-23 05:16:00,11
2019-02-23 05:17:00,1
