3367,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-02-23 00:00:00,6
2019-02-23 00:01:00,16
2019-02-23 00:02:00,20
2019-02-23 00:03:00,5
2019-02-23 00:04:00,15
2019-02-23 00:05:00,11
2019-02-23 00:06:00,14
2019-02-23 00:07:00,11
2019-02-23 00:08:00,11
2019-02-23 00:09:00,9
2019-02-23 00:10:00,13
2019-02-23 00:11:00,14
2019-02-23 00:12:00,13
2019-02-23 00:13:00,12
2019-02-23 00:14:00,10
2019-02-23 00:15:00,7
2019-02-23 00:16:00,11
2019-02-23 00:17:00,8
2019-02-23 00:18:00,12
2019-02-23 00:19:00,8
2019-02-23 00:20:00,10
2019-02-23 00:21:00,14
2019-02-23 00:22:00,7
2019-02-23 00:23:00,5
2019-02-23 00:24:00,12
2019-02-23 00:25:00,12
2019-02-23 00:26:00,10
2019-02-23 00:27:00,6
2019-02-23 00:28:00,11
2019-02-23 00:29:00,14
2019-02-23 00:30:00,10
2019-02-23 00:31:00,8
2019-02-23 00:32:00,14
2019-02-23 00:33:00,11
2019-02-23 00:34:00,9
2019-02-23 00:35:00,12
2019-02-23 00:36:00,10
2019-02-23 00:37:00,15
2019-02-23 00:38:00,13
2019-02-23 00:39:00,12
2019-02-23 00:40:00,5
2019-02-23 00:41:00,11
2019-02-23 00:42:00,11
2019-02-23 00:43:00,17
2019-02-23 00:44:00,9
2019-02-23 00:45:00,9
2019-02-23 00:46:00,8
2019-02-23 00:47:00,10
2019-02-23 00:48:00,9
2019-02-23 00:49:00,10
2019-02-23 00:50:00,9
2019-02-23 00:51:00,12
2019-02-23 00:52:00,10
2019-02-23 00:53:00,13
2019-02-23 00:54:00,15
2019-02-23 00:55:00,13
2019-02-23 00:56:00,7
2019-02-23 00:57:00,17
2019-02-23 00:58:00,11
2019-02-23 00:59:00,10
2019-02-23 01:00:00,11
2019-02-23 01:01:00,9
2019-02-23 01:02:00,13
2019-02-23 01:03:00,10
2019-02-23 01:04:00,13
2019-02-23 01:05:00,14
2019-02-23 01:06:00,14
2019-02-23 01:07:00,12
2019-02-23 01:08:00,4
2019-02-23 01:09:00,12
2019-02-23 01:10:00,11
2019-02-23 01:11:00,4
2019-02-23 01:12:00,17
2019-02-23 01:13:00,11
2019-02-23 01:14:00,12
2019-02-23 01:15:00,4
2019-02-23 01:16:00,11
2019-02-23 01:17:00,11
2019-02-23 01:18:00,18
2019-02-23 01:19:00,6
2019-02-23 01:20:00,11
2019-02-23 01:21:00,13
2019-02-23 01:22:00,9
2019-02-23 01:23:00,17
2019-02-23 01:24:00,10
2019-02-23 01:25:00,8
2019-02-23 01:26:00,14
2019-02-23 01:27:00,12
2019-02-23 01:28:00,13
2019-02-23 01:29:00,4
2019-02-23 01:30:00,10
2019-02-23 01:31:00,15
2019-02-23 01:32:00,11
2019-02-23 01:33:00,13
2019-02-23 01:34:00,10
2019-02-23 01:35:00,7
2019-02-23 01:36:00,12
2019-02-23 01:37:00,13
2019-02-23 01:38:00,3
2019-02-23 01:39:00,13
2019-02-23 01:40:00,9
2019-02-23 01:41:00,16
2019-02-23 01:42:00,4
2019-02-23 01:43:00,10
2019-02-23 01:44:00,12
2019-02-23 01:45:00,11
2019-02-23 01:46:00,11
2019-02-23 01:47:00,10
2019-02-23 01:48:00,8
2019-02-23 01:49:00,13
2019-02-23 01:50:00,10
2019-02-23 01:51:00,15
2019-02-23 01:52:00,7
2019-02-23 01:53:00,11
2019-02-23 01:54:00,12
2019-02-23 01:55:00,6
2019-02-23 01:56:00,11
2019-02-23 01:57:00,9
2019-02-23 01:58:00,3
2019-02-23 01:59:00,18
2019-02-23 02:00:00,4
2019-02-23 02:01:00,14
2019-02-23 02:02:00,13
2019-02-23 02:03:00,11
2019-02-23 02:04:00,8
2019-02-23 02:05:00,15
2019-02-23 02:06:00,15
2019-02-23 02:07:00,12
2019-02-23 02:08:00,4
2019-02-23 02:09:00,10
2019-02-23 02:10:00,11
2019-02-23 02:11:00,9
2019-02-23 02:12:00,15
2019-02-23 02:13:00,13
2019-02-23 02:14:00,8
2019-02-23 02:15:00,15
2019-02-23 02:16:00,11
2019-02-23 02:17:00,9
2019-02-23 02:18:00,12
2019-02-23 02:19:00,12
2019-02-23 02:20:00,14
2019-02-23 02:21:00,5
2019-02-23 02:22:00,8
2019-02-23 02:23:00,15
