801,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-23 12:45:00,4
2019-02-23 13:05:00,8
2019-02-23 13:10:00,5
2019-02-23 13:35:00,1
2019-02-23 15:52:00,2
2019-02-23 15:55:00,11
2019-02-23 15:56:00,1
2019-02-23 15:57:00,1
2019-02-23 16:00:00,6
2019-02-23 16:01:00,2
2019-02-23 16:06:00,1
2019-02-23 16:20:00,25
2019-02-23 16:21:00,29
2019-02-23 16:22:00,29
2019-02-23 16:23:00,30
2019-02-23 16:24:00,33
2019-02-23 16:25:00,31
2019-02-23 16:26:00,29
2019-02-23 16:27:00,29
2019-02-23 16:28:00,29
2019-02-23 16:29:00,27
2019-02-23 16:32:00,20
2019-02-23 16:33:00,30
2019-02-23 16:34:00,25
2019-02-23 16:35:00,26
2019-02-23 16:36:00,31
2019-02-23 16:37:00,29
2019-02-23 16:38:00,31
2019-02-23 16:39:00,31
2019-02-23 16:40:00,27
2019-02-23 16:41:00,27
2019-02-23 16:42:00,27
2019-02-23 16:43:00,30
2019-02-23 16:44:00,30
2019-02-23 16:45:00,5
2019-02-23 16:50:00,26
2019-02-23 16:51:00,31
2019-02-23 16:52:00,30
2019-02-23 16:53:00,11
2019-02-23 16:56:00,1
