120,select * from sppLines where specObjId=#
2019-02-23 00:00:00,1
2019-02-23 00:36:00,1
2019-02-23 01:02:00,2
2019-02-23 03:19:00,1
2019-02-23 05:39:00,1
2019-02-23 05:53:00,1
2019-02-23 05:56:00,1
2019-02-23 08:14:00,1
2019-02-23 08:37:00,1
2019-02-23 09:17:00,1
2019-02-23 09:25:00,1
2019-02-23 10:17:00,1
2019-02-23 10:49:00,1
2019-02-23 11:51:00,1
2019-02-23 14:39:00,1
2019-02-23 18:57:00,1
2019-02-23 19:02:00,1
2019-02-23 19:11:00,1
2019-02-23 19:26:00,5
2019-02-23 19:27:00,9
2019-02-23 19:28:00,11
2019-02-23 19:29:00,9
2019-02-23 19:30:00,10
2019-02-23 19:31:00,8
2019-02-23 19:32:00,11
2019-02-23 19:33:00,6
2019-02-23 19:35:00,1
2019-02-23 19:37:00,15
2019-02-23 19:38:00,13
2019-02-23 20:38:00,1
2019-02-23 21:00:00,1
2019-02-23 23:20:00,1
