60,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-06-15 00:03:00,1
2019-06-15 00:05:00,1
2019-06-15 00:09:00,1
2019-06-15 00:10:00,1
2019-06-15 00:14:00,1
2019-06-15 00:16:00,3
2019-06-15 00:22:00,1
2019-06-15 00:24:00,1
2019-06-15 00:26:00,1
2019-06-15 00:30:00,1
2019-06-15 00:31:00,1
2019-06-15 05:28:00,2
2019-06-15 07:01:00,1
2019-06-15 07:30:00,1
2019-06-15 09:26:00,1
2019-06-15 11:29:00,1
2019-06-15 13:00:00,1
2019-06-15 13:01:00,3
2019-06-15 13:02:00,4
2019-06-15 13:03:00,2
2019-06-15 16:12:00,1
2019-06-15 16:13:00,1
2019-06-15 16:20:00,1
2019-06-15 16:23:00,1
2019-06-15 16:26:00,1
2019-06-15 16:34:00,1
2019-06-15 16:38:00,1
2019-06-15 16:40:00,1
2019-06-15 16:42:00,2
2019-06-15 16:45:00,2
2019-06-15 16:47:00,1
2019-06-15 16:52:00,1
2019-06-15 16:54:00,1
2019-06-15 16:56:00,2
2019-06-15 16:58:00,1
2019-06-15 17:00:00,1
2019-06-15 17:01:00,1
2019-06-15 17:05:00,1
2019-06-15 17:06:00,3
2019-06-15 17:13:00,2
2019-06-15 19:17:00,1
2019-06-15 19:22:00,1
2019-06-15 19:32:00,1
2019-06-15 19:33:00,1
2019-06-15 19:43:00,1
