3,"SELECT TOP #  p.run,p.rerun,p.camCol,p.field,p.obj  FROM ..Galaxy AS p  JOIN dbo.fGetObjFromRect(#,#,#,#) AS b ON p.objID = b.objID"
2019-06-15 15:43:00,1
2019-06-15 15:47:00,1
2019-06-15 15:49:00,1
