16,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-06-15 10:24:00,1
2019-06-15 10:30:00,1
2019-06-15 10:37:00,1
2019-06-15 11:45:00,1
2019-06-15 11:47:00,1
2019-06-15 11:50:00,1
2019-06-15 11:55:00,1
2019-06-15 12:21:00,1
2019-06-15 15:19:00,1
2019-06-15 15:24:00,1
2019-06-15 15:28:00,1
2019-06-15 15:33:00,1
2019-06-15 15:39:00,1
2019-06-15 16:45:00,1
2019-06-15 16:47:00,1
2019-06-15 16:50:00,1
