27,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-08-01 03:18:00,1
2019-08-01 08:59:00,1
2019-08-01 09:06:00,2
2019-08-01 09:10:00,1
2019-08-01 09:15:00,2
2019-08-01 09:17:00,1
2019-08-01 09:28:00,3
2019-08-01 09:29:00,1
2019-08-01 09:38:00,1
2019-08-01 09:39:00,1
2019-08-01 09:52:00,2
2019-08-01 10:09:00,2
2019-08-01 11:49:00,1
2019-08-01 12:59:00,1
2019-08-01 13:00:00,1
2019-08-01 13:01:00,3
2019-08-01 13:04:00,1
2019-08-01 17:45:00,1
2019-08-01 18:08:00,1
