2061,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-08-01 00:00:00,2
2019-08-01 00:06:00,4
2019-08-01 00:07:00,4
2019-08-01 00:08:00,4
2019-08-01 00:09:00,8
2019-08-01 00:10:00,8
2019-08-01 00:11:00,4
2019-08-01 00:12:00,6
2019-08-01 00:13:00,6
2019-08-01 00:14:00,8
2019-08-01 00:15:00,7
2019-08-01 00:16:00,6
2019-08-01 00:17:00,7
2019-08-01 00:18:00,6
2019-08-01 00:19:00,6
2019-08-01 00:20:00,2
2019-08-01 00:21:00,2
2019-08-01 00:22:00,4
2019-08-01 00:24:00,2
2019-08-01 00:25:00,2
2019-08-01 00:32:00,4
2019-08-01 00:35:00,4
2019-08-01 00:37:00,4
2019-08-01 00:38:00,7
2019-08-01 00:39:00,1
2019-08-01 01:02:00,2
2019-08-01 01:03:00,8
2019-08-01 01:04:00,3
2019-08-01 01:05:00,3
2019-08-01 01:16:00,4
2019-08-01 01:17:00,4
2019-08-01 01:18:00,4
2019-08-01 01:19:00,3
2019-08-01 01:20:00,1
2019-08-01 01:23:00,4
2019-08-01 01:24:00,4
2019-08-01 01:27:00,4
2019-08-01 01:29:00,3
2019-08-01 01:30:00,1
2019-08-01 01:31:00,4
2019-08-01 01:32:00,4
2019-08-01 01:33:00,4
2019-08-01 01:34:00,4
2019-08-01 01:35:00,3
2019-08-01 01:36:00,1
2019-08-01 01:37:00,4
2019-08-01 01:39:00,4
2019-08-01 01:40:00,3
2019-08-01 01:41:00,1
2019-08-01 01:42:00,4
2019-08-01 01:44:00,6
2019-08-01 01:45:00,3
2019-08-01 01:46:00,1
2019-08-01 01:51:00,4
2019-08-01 01:53:00,4
2019-08-01 01:55:00,1
2019-08-01 01:56:00,3
2019-08-01 01:57:00,4
2019-08-01 01:58:00,4
2019-08-01 02:04:00,2
2019-08-01 02:06:00,4
2019-08-01 02:07:00,4
2019-08-01 02:08:00,2
2019-08-01 02:09:00,2
2019-08-01 02:10:00,4
2019-08-01 02:11:00,4
2019-08-01 02:12:00,3
2019-08-01 02:13:00,1
2019-08-01 02:14:00,4
2019-08-01 02:15:00,4
2019-08-01 02:16:00,4
2019-08-01 02:18:00,4
2019-08-01 02:19:00,4
2019-08-01 02:20:00,4
2019-08-01 02:21:00,8
2019-08-01 02:22:00,4
2019-08-01 02:23:00,6
2019-08-01 02:24:00,4
2019-08-01 02:25:00,6
2019-08-01 02:26:00,6
2019-08-01 02:27:00,6
2019-08-01 02:28:00,2
2019-08-01 02:29:00,4
2019-08-01 02:30:00,4
2019-08-01 02:31:00,4
2019-08-01 02:32:00,4
2019-08-01 02:33:00,6
2019-08-01 02:34:00,4
2019-08-01 02:35:00,8
2019-08-01 02:36:00,6
2019-08-01 02:37:00,4
2019-08-01 02:38:00,8
2019-08-01 02:39:00,4
2019-08-01 18:18:00,4
2019-08-01 18:20:00,2
2019-08-01 18:21:00,2
2019-08-01 18:23:00,6
2019-08-01 18:24:00,2
2019-08-01 19:37:00,4
2019-08-01 19:38:00,10
2019-08-01 19:40:00,6
2019-08-01 19:41:00,9
2019-08-01 19:42:00,7
2019-08-01 19:43:00,6
2019-08-01 19:44:00,10
2019-08-01 19:45:00,4
2019-08-01 19:47:00,2
2019-08-01 19:49:00,4
2019-08-01 19:50:00,6
2019-08-01 19:52:00,10
2019-08-01 19:53:00,10
2019-08-01 19:54:00,6
2019-08-01 19:55:00,6
2019-08-01 19:56:00,2
2019-08-01 19:57:00,9
2019-08-01 19:58:00,7
2019-08-01 19:59:00,8
2019-08-01 20:00:00,8
2019-08-01 20:02:00,12
2019-08-01 20:03:00,8
2019-08-01 20:04:00,2
2019-08-01 20:05:00,4
2019-08-01 20:06:00,12
2019-08-01 20:07:00,2
2019-08-01 20:10:00,4
2019-08-01 20:11:00,6
2019-08-01 20:12:00,4
2019-08-01 20:13:00,10
2019-08-01 20:14:00,4
2019-08-01 20:15:00,6
2019-08-01 20:16:00,6
2019-08-01 20:17:00,10
2019-08-01 20:18:00,7
2019-08-01 20:19:00,9
2019-08-01 20:20:00,6
2019-08-01 20:21:00,8
2019-08-01 20:22:00,4
2019-08-01 20:24:00,6
2019-08-01 20:25:00,12
2019-08-01 20:26:00,10
2019-08-01 20:27:00,6
2019-08-01 20:28:00,6
2019-08-01 20:29:00,6
2019-08-01 20:30:00,6
2019-08-01 20:31:00,11
2019-08-01 20:32:00,9
2019-08-01 20:33:00,10
2019-08-01 20:34:00,6
2019-08-01 20:35:00,2
2019-08-01 20:36:00,9
2019-08-01 20:37:00,6
2019-08-01 20:38:00,9
2019-08-01 20:39:00,2
2019-08-01 20:40:00,6
2019-08-01 20:41:00,6
2019-08-01 20:42:00,6
2019-08-01 20:43:00,8
2019-08-01 20:44:00,11
2019-08-01 20:45:00,9
2019-08-01 20:46:00,8
2019-08-01 20:47:00,1
2019-08-01 20:48:00,5
2019-08-01 20:49:00,10
2019-08-01 20:50:00,8
2019-08-01 20:51:00,8
2019-08-01 20:52:00,2
2019-08-01 20:53:00,6
2019-08-01 20:54:00,6
2019-08-01 20:55:00,4
2019-08-01 20:56:00,12
2019-08-01 20:57:00,6
2019-08-01 20:58:00,6
2019-08-01 20:59:00,10
2019-08-01 21:00:00,10
2019-08-01 21:01:00,6
2019-08-01 21:02:00,14
2019-08-01 21:03:00,8
2019-08-01 21:04:00,10
2019-08-01 21:05:00,10
2019-08-01 21:06:00,10
2019-08-01 21:07:00,10
2019-08-01 21:08:00,12
2019-08-01 21:09:00,8
2019-08-01 21:10:00,10
2019-08-01 21:11:00,6
2019-08-01 21:12:00,4
2019-08-01 21:13:00,3
2019-08-01 21:14:00,7
2019-08-01 21:15:00,4
2019-08-01 21:16:00,4
2019-08-01 21:17:00,6
2019-08-01 21:18:00,10
2019-08-01 21:19:00,10
2019-08-01 21:20:00,9
2019-08-01 21:21:00,7
2019-08-01 21:22:00,8
2019-08-01 21:23:00,5
2019-08-01 21:24:00,7
2019-08-01 21:25:00,8
2019-08-01 21:26:00,2
2019-08-01 21:27:00,6
2019-08-01 21:28:00,6
2019-08-01 21:29:00,12
2019-08-01 21:30:00,8
2019-08-01 21:31:00,4
2019-08-01 21:32:00,10
2019-08-01 21:33:00,6
2019-08-01 21:34:00,4
2019-08-01 21:35:00,10
2019-08-01 21:36:00,6
2019-08-01 21:37:00,6
2019-08-01 21:38:00,4
2019-08-01 21:39:00,6
2019-08-01 21:40:00,8
2019-08-01 21:41:00,6
2019-08-01 21:42:00,8
2019-08-01 21:43:00,8
2019-08-01 21:44:00,2
2019-08-01 21:45:00,8
2019-08-01 21:46:00,8
2019-08-01 21:47:00,8
2019-08-01 21:48:00,2
2019-08-01 21:50:00,10
2019-08-01 21:51:00,10
2019-08-01 21:52:00,4
2019-08-01 21:53:00,6
2019-08-01 21:54:00,4
2019-08-01 21:55:00,4
2019-08-01 21:56:00,10
2019-08-01 21:57:00,2
2019-08-01 21:58:00,8
2019-08-01 22:00:00,8
2019-08-01 22:01:00,8
2019-08-01 22:02:00,10
2019-08-01 22:03:00,4
2019-08-01 22:04:00,6
2019-08-01 22:05:00,8
2019-08-01 22:06:00,2
2019-08-01 22:07:00,7
2019-08-01 22:08:00,2
2019-08-01 22:09:00,2
2019-08-01 22:10:00,8
2019-08-01 22:11:00,2
2019-08-01 22:13:00,6
2019-08-01 22:15:00,9
2019-08-01 22:16:00,1
2019-08-01 22:17:00,10
2019-08-01 22:18:00,8
2019-08-01 22:19:00,6
2019-08-01 22:21:00,2
2019-08-01 22:22:00,4
2019-08-01 22:23:00,4
2019-08-01 22:24:00,2
2019-08-01 22:27:00,8
2019-08-01 22:28:00,6
2019-08-01 22:29:00,7
2019-08-01 22:30:00,3
2019-08-01 22:31:00,6
2019-08-01 22:32:00,4
2019-08-01 22:33:00,6
2019-08-01 22:34:00,8
2019-08-01 22:35:00,6
2019-08-01 22:36:00,6
2019-08-01 22:37:00,4
2019-08-01 22:38:00,5
2019-08-01 22:39:00,11
2019-08-01 22:40:00,4
2019-08-01 22:41:00,4
2019-08-01 22:42:00,10
2019-08-01 22:43:00,6
2019-08-01 22:44:00,2
2019-08-01 22:45:00,8
2019-08-01 22:46:00,2
2019-08-01 22:47:00,4
2019-08-01 22:48:00,4
2019-08-01 22:49:00,6
2019-08-01 22:50:00,4
2019-08-01 22:51:00,8
2019-08-01 22:52:00,8
2019-08-01 22:53:00,10
2019-08-01 22:54:00,6
