146,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-08-01 04:09:00,4
2019-08-01 04:10:00,4
2019-08-01 04:11:00,5
2019-08-01 04:12:00,2
2019-08-01 05:58:00,1
2019-08-01 08:27:00,1
2019-08-01 10:26:00,3
2019-08-01 10:27:00,1
2019-08-01 10:30:00,2
2019-08-01 10:31:00,1
2019-08-01 10:59:00,1
2019-08-01 11:00:00,1
2019-08-01 11:07:00,2
2019-08-01 11:27:00,5
2019-08-01 12:05:00,1
2019-08-01 13:00:00,1
2019-08-01 13:01:00,1
2019-08-01 13:02:00,6
2019-08-01 13:04:00,1
2019-08-01 13:05:00,8
2019-08-01 13:06:00,22
2019-08-01 13:07:00,1
2019-08-01 13:09:00,19
2019-08-01 13:12:00,1
2019-08-01 13:13:00,7
2019-08-01 13:14:00,1
2019-08-01 13:18:00,1
2019-08-01 13:20:00,1
2019-08-01 13:24:00,1
2019-08-01 13:29:00,1
2019-08-01 13:36:00,1
2019-08-01 13:37:00,1
2019-08-01 13:45:00,1
2019-08-01 13:48:00,1
2019-08-01 14:01:00,1
2019-08-01 14:03:00,1
2019-08-01 14:06:00,1
2019-08-01 14:09:00,1
2019-08-01 14:11:00,1
2019-08-01 16:35:00,1
2019-08-01 16:43:00,1
2019-08-01 16:49:00,1
2019-08-01 16:54:00,1
2019-08-01 16:56:00,1
2019-08-01 16:59:00,1
2019-08-01 17:10:00,2
2019-08-01 17:11:00,1
2019-08-01 17:13:00,2
2019-08-01 17:14:00,1
2019-08-01 17:15:00,3
2019-08-01 17:16:00,2
2019-08-01 17:17:00,1
2019-08-01 17:47:00,1
2019-08-01 17:51:00,1
2019-08-01 17:56:00,2
2019-08-01 17:57:00,1
2019-08-01 17:59:00,2
2019-08-01 18:15:00,1
2019-08-01 18:25:00,1
2019-08-01 19:52:00,1
2019-08-01 20:52:00,1
2019-08-01 20:58:00,1
2019-08-01 23:05:00,1
