54,select distinct parent from DBViewCols where viewname=&&&
2019-08-01 00:45:00,1
2019-08-01 03:08:00,1
2019-08-01 03:27:00,1
2019-08-01 04:32:00,1
2019-08-01 04:47:00,1
2019-08-01 10:38:00,1
2019-08-01 10:40:00,1
2019-08-01 10:47:00,1
2019-08-01 10:50:00,1
2019-08-01 10:57:00,2
2019-08-01 11:17:00,2
2019-08-01 11:42:00,1
2019-08-01 12:22:00,5
2019-08-01 12:23:00,9
2019-08-01 12:24:00,5
2019-08-01 12:44:00,1
2019-08-01 14:21:00,2
2019-08-01 14:56:00,1
2019-08-01 15:07:00,1
2019-08-01 15:17:00,1
2019-08-01 15:18:00,1
2019-08-01 15:34:00,1
2019-08-01 16:06:00,1
2019-08-01 16:08:00,1
2019-08-01 16:55:00,1
2019-08-01 17:12:00,1
2019-08-01 17:48:00,1
2019-08-01 18:48:00,1
2019-08-01 19:11:00,1
2019-08-01 19:16:00,1
2019-08-01 19:59:00,1
2019-08-01 20:28:00,1
2019-08-01 20:32:00,1
2019-08-01 22:08:00,1
2019-08-01 23:37:00,1
