15,"select s.logMass,s.logMass_err,s.cModelAbsMag_r,s.m2l_r from stellarMassFSPSGranWideDust as s where s.specObjID= #"
2019-02-26 00:14:00,1
2019-02-26 01:09:00,1
2019-02-26 01:12:00,1
2019-02-26 01:19:00,3
2019-02-26 01:37:00,4
2019-02-26 02:05:00,1
2019-02-26 02:06:00,1
2019-02-26 02:21:00,3
