157,select * from sppParams where specObjId=#
2019-02-26 06:53:00,1
2019-02-26 10:36:00,1
2019-02-26 10:56:00,1
2019-02-26 10:57:00,1
2019-02-26 12:02:00,2
2019-02-26 12:41:00,1
2019-02-26 14:32:00,1
2019-02-26 15:03:00,3
2019-02-26 15:04:00,3
2019-02-26 15:14:00,1
2019-02-26 15:29:00,5
2019-02-26 15:30:00,7
2019-02-26 15:31:00,3
2019-02-26 15:43:00,1
2019-02-26 15:45:00,1
2019-02-26 15:46:00,9
2019-02-26 15:47:00,1
2019-02-26 16:20:00,5
2019-02-26 16:21:00,7
2019-02-26 16:22:00,5
2019-02-26 16:23:00,6
2019-02-26 16:24:00,4
2019-02-26 16:47:00,8
2019-02-26 16:48:00,10
2019-02-26 16:49:00,6
2019-02-26 17:24:00,2
2019-02-26 17:25:00,8
2019-02-26 17:26:00,6
2019-02-26 18:10:00,1
2019-02-26 18:11:00,5
2019-02-26 18:59:00,1
2019-02-26 19:55:00,2
2019-02-26 19:56:00,3
2019-02-26 19:57:00,2
2019-02-26 20:24:00,2
2019-02-26 20:25:00,6
2019-02-26 20:26:00,9
2019-02-26 20:27:00,2
2019-02-26 20:47:00,1
2019-02-26 20:48:00,1
2019-02-26 21:37:00,2
2019-02-26 21:38:00,5
2019-02-26 21:57:00,1
2019-02-26 22:33:00,1
2019-02-26 22:34:00,1
2019-02-26 23:15:00,1
2019-02-26 23:42:00,1
2019-02-26 23:44:00,1
