536,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-02-26 01:56:00,1
2019-02-26 02:13:00,1
2019-02-26 03:03:00,42
2019-02-26 05:12:00,1
2019-02-26 05:51:00,1
2019-02-26 05:52:00,2
2019-02-26 06:30:00,18
2019-02-26 06:33:00,42
2019-02-26 10:36:00,42
2019-02-26 11:05:00,42
2019-02-26 12:19:00,2
2019-02-26 12:20:00,3
2019-02-26 12:21:00,2
2019-02-26 12:52:00,3
2019-02-26 12:53:00,2
2019-02-26 12:54:00,1
2019-02-26 13:38:00,1
2019-02-26 13:39:00,4
2019-02-26 13:40:00,1
2019-02-26 13:41:00,2
2019-02-26 13:42:00,3
2019-02-26 13:43:00,1
2019-02-26 14:03:00,42
2019-02-26 14:46:00,1
2019-02-26 16:10:00,18
2019-02-26 16:42:00,2
2019-02-26 16:43:00,1
2019-02-26 16:44:00,2
2019-02-26 16:45:00,1
2019-02-26 16:49:00,42
2019-02-26 17:16:00,42
2019-02-26 17:34:00,42
2019-02-26 18:34:00,1
2019-02-26 18:35:00,2
2019-02-26 18:36:00,1
2019-02-26 18:37:00,2
2019-02-26 18:38:00,1
2019-02-26 18:39:00,2
2019-02-26 18:40:00,1
2019-02-26 18:42:00,1
2019-02-26 18:43:00,1
2019-02-26 19:21:00,42
2019-02-26 19:35:00,42
2019-02-26 19:56:00,1
2019-02-26 20:54:00,1
2019-02-26 20:55:00,2
2019-02-26 20:56:00,1
2019-02-26 20:57:00,2
2019-02-26 20:58:00,2
2019-02-26 20:59:00,1
2019-02-26 21:00:00,1
2019-02-26 21:01:00,1
2019-02-26 23:32:00,18
