144,select * from sppLines where specObjId=#
2019-02-26 01:59:00,1
2019-02-26 03:45:00,1
2019-02-26 10:56:00,1
2019-02-26 10:57:00,1
2019-02-26 12:02:00,2
2019-02-26 12:23:00,1
2019-02-26 12:37:00,2
2019-02-26 13:03:00,1
2019-02-26 14:02:00,1
2019-02-26 14:15:00,1
2019-02-26 14:32:00,1
2019-02-26 15:03:00,1
2019-02-26 15:04:00,2
2019-02-26 15:29:00,7
2019-02-26 15:30:00,4
2019-02-26 15:31:00,4
2019-02-26 15:45:00,6
2019-02-26 15:46:00,5
2019-02-26 15:47:00,4
2019-02-26 16:20:00,1
2019-02-26 16:21:00,8
2019-02-26 16:22:00,11
2019-02-26 16:23:00,4
2019-02-26 16:24:00,5
2019-02-26 16:39:00,1
2019-02-26 16:46:00,1
2019-02-26 16:47:00,7
2019-02-26 16:48:00,2
2019-02-26 16:49:00,6
2019-02-26 16:50:00,1
2019-02-26 17:00:00,1
2019-02-26 17:24:00,1
2019-02-26 17:25:00,5
2019-02-26 17:26:00,2
2019-02-26 18:10:00,1
2019-02-26 18:11:00,5
2019-02-26 18:31:00,1
2019-02-26 19:38:00,1
2019-02-26 19:55:00,2
2019-02-26 19:56:00,3
2019-02-26 19:57:00,2
2019-02-26 20:24:00,2
2019-02-26 20:25:00,9
2019-02-26 20:26:00,5
2019-02-26 20:47:00,1
2019-02-26 21:37:00,4
2019-02-26 21:38:00,3
2019-02-26 22:33:00,1
2019-02-26 23:44:00,1
2019-02-26 23:57:00,1
