518,select * from dbo.fDocColumns(&&&)
2019-02-26 00:08:00,3
2019-02-26 00:17:00,1
2019-02-26 00:46:00,1
2019-02-26 00:57:00,2
2019-02-26 01:15:00,2
2019-02-26 01:27:00,1
2019-02-26 01:34:00,1
2019-02-26 01:39:00,2
2019-02-26 01:43:00,1
2019-02-26 01:45:00,1
2019-02-26 02:06:00,2
2019-02-26 02:24:00,2
2019-02-26 02:50:00,1
2019-02-26 03:00:00,2
2019-02-26 03:16:00,2
2019-02-26 03:43:00,1
2019-02-26 03:46:00,1
2019-02-26 03:52:00,1
2019-02-26 04:10:00,1
2019-02-26 04:27:00,1
2019-02-26 04:48:00,2
2019-02-26 05:08:00,1
2019-02-26 05:09:00,1
2019-02-26 05:11:00,1
2019-02-26 05:13:00,1
2019-02-26 05:16:00,1
2019-02-26 05:47:00,1
2019-02-26 05:48:00,1
2019-02-26 05:50:00,2
2019-02-26 05:51:00,1
2019-02-26 06:10:00,1
2019-02-26 06:30:00,1
2019-02-26 06:34:00,2
2019-02-26 09:20:00,1
2019-02-26 09:28:00,2
2019-02-26 09:39:00,2
2019-02-26 10:12:00,2
2019-02-26 10:14:00,5
2019-02-26 10:18:00,1
2019-02-26 10:36:00,1
2019-02-26 10:39:00,1
2019-02-26 10:44:00,1
2019-02-26 10:57:00,1
2019-02-26 11:01:00,1
2019-02-26 11:02:00,1
2019-02-26 11:03:00,1
2019-02-26 11:04:00,1
2019-02-26 11:05:00,1
2019-02-26 11:06:00,1
2019-02-26 11:12:00,1
2019-02-26 11:18:00,2
2019-02-26 11:37:00,1
2019-02-26 11:52:00,1
2019-02-26 12:15:00,1
2019-02-26 12:16:00,2
2019-02-26 12:17:00,1
2019-02-26 12:18:00,2
2019-02-26 12:19:00,1
2019-02-26 12:23:00,2
2019-02-26 12:30:00,1
2019-02-26 12:46:00,1
2019-02-26 12:48:00,1
2019-02-26 12:49:00,3
2019-02-26 12:51:00,1
2019-02-26 12:52:00,1
2019-02-26 13:07:00,1
2019-02-26 13:09:00,1
2019-02-26 13:18:00,1
2019-02-26 13:26:00,2
2019-02-26 13:28:00,1
2019-02-26 13:29:00,2
2019-02-26 13:33:00,2
2019-02-26 13:34:00,2
2019-02-26 13:35:00,2
2019-02-26 13:36:00,2
2019-02-26 13:37:00,3
2019-02-26 13:38:00,1
2019-02-26 13:51:00,2
2019-02-26 14:14:00,1
2019-02-26 14:18:00,1
2019-02-26 14:22:00,1
2019-02-26 14:26:00,2
2019-02-26 14:32:00,1
2019-02-26 14:38:00,2
